rec,date,U,H,F,D,B,ms,ns
0,2000-01,1,0,0,0,0,U,1
0,2000-02,0,1,0,0,0,H,2
0,2000-03,0,1,0,0,0,H,2
0,2000-04,0,1,0,0,0,H,2
0,2000-05,0,1,0,0,0,H,2
0,2000-06,0,1,0,0,0,H,2
0,2000-07,0,1,0,0,0,H,2
0,2000-08,0,0,0,1,0,D,3
0,2000-09,0,0,0,1,0,D,3
0,2000-10,0,0,0,0,1,B,4
0,2000-11,0,0,0,0,1,B,4
0,2000-12,0,0,0,0,1,B,4
0,2001-01,0,0,0,0,1,B,4
0,2001-02,0,0,0,0,1,B,4
0,2001-03,1,0,0,0,0,U,1
1,2001-04,1,0,0,0,0,U,1
1,2001-05,1,0,0,0,0,U,1
1,2001-06,1,0,0,0,0,U,1
1,2001-07,1,0,0,0,0,U,1
1,2001-08,1,0,0,0,0,U,1
1,2001-09,1,0,0,0,0,U,1
1,2001-10,1,0,0,0,0,U,1
1,2001-11,1,0,0,0,0,U,1
0,2001-12,1,0,0,0,0,U,1
0,2002-01,1,0,0,0,0,U,1
0,2002-02,1,0,0,0,0,U,1
0,2002-03,1,0,0,0,0,U,1
0,2002-04,1,0,0,0,0,U,1
0,2002-05,1,0,0,0,0,U,1
0,2002-06,1,0,0,0,0,U,1
0,2002-07,1,0,0,0,0,U,1
0,2002-08,1,0,0,0,0,U,1
0,2002-09,1,0,0,0,0,U,1
0,2002-10,1,0,0,0,0,U,1
0,2002-11,1,0,0,0,0,U,1
0,2002-12,1,0,0,0,0,U,1
0,2003-01,1,0,0,0,0,U,1
0,2003-02,1,0,0,0,0,U,1
0,2003-03,1,0,0,0,0,U,1
0,2003-04,1,0,0,0,0,U,1
0,2003-05,1,0,0,0,0,U,1
0,2003-06,1,0,0,0,0,U,1
0,2003-07,1,0,0,0,0,U,1
0,2003-08,1,0,0,0,0,U,1
0,2003-09,1,0,0,0,0,U,1
0,2003-10,1,0,0,0,0,U,1
0,2003-11,1,0,0,0,0,U,1
0,2003-12,1,0,0,0,0,U,1
0,2004-01,1,0,0,0,0,U,1
0,2004-02,1,0,0,0,0,U,1
0,2004-03,1,0,0,0,0,U,1
0,2004-04,1,0,0,0,0,U,1
0,2004-05,1,0,0,0,0,U,1
0,2004-06,1,0,0,0,0,U,1
0,2004-07,1,0,0,0,0,U,1
0,2004-08,1,0,0,0,0,U,1
0,2004-09,1,0,0,0,0,U,1
0,2004-10,1,0,0,0,0,U,1
0,2004-11,1,0,0,0,0,U,1
0,2004-12,1,0,0,0,0,U,1
0,2005-01,1,0,0,0,0,U,1
0,2005-02,1,0,0,0,0,U,1
0,2005-03,1,0,0,0,0,U,1
0,2005-04,1,0,0,0,0,U,1
0,2005-05,1,0,0,0,0,U,1
0,2005-06,1,0,0,0,0,U,1
0,2005-07,1,0,0,0,0,U,1
0,2005-08,1,0,0,0,0,U,1
0,2005-09,1,0,0,0,0,U,1
0,2005-10,1,0,0,0,0,U,1
0,2005-11,1,0,0,0,0,U,1
0,2005-12,1,0,0,0,0,U,1
0,2006-01,1,0,0,0,0,U,1
0,2006-02,0,0,1,0,0,F,5
0,2006-03,0,0,1,0,0,F,5
0,2006-04,1,0,0,0,0,U,1
0,2006-05,1,0,0,0,0,U,1
0,2006-06,0,0,1,0,0,F,5
0,2006-07,0,0,1,0,0,F,5
0,2006-08,0,0,0,0,1,B,4
0,2006-09,0,0,0,0,1,B,4
0,2006-10,0,0,0,0,1,B,4
0,2006-11,0,0,0,0,1,B,4
0,2006-12,0,0,0,0,1,B,4
0,2007-01,0,0,0,0,1,B,4
0,2007-02,0,0,0,0,1,B,4
0,2007-03,0,0,0,0,1,B,4
0,2007-04,0,0,0,0,1,B,4
0,2007-05,0,0,0,0,1,B,4
0,2007-06,1,0,0,0,0,U,1
0,2007-07,0,0,0,0,1,B,4
0,2007-08,1,0,0,0,0,U,1
0,2007-09,1,0,0,0,0,U,1
0,2007-10,1,0,0,0,0,U,1
0,2007-11,1,0,0,0,0,U,1
0,2007-12,1,0,0,0,0,U,1
1,2008-01,1,0,0,0,0,U,1
1,2008-02,1,0,0,0,0,U,1
1,2008-03,1,0,0,0,0,U,1
1,2008-04,1,0,0,0,0,U,1
1,2008-05,1,0,0,0,0,U,1
1,2008-06,1,0,0,0,0,U,1
1,2008-07,1,0,0,0,0,U,1
1,2008-08,1,0,0,0,0,U,1
1,2008-09,1,0,0,0,0,U,1
1,2008-10,1,0,0,0,0,U,1
1,2008-11,1,0,0,0,0,U,1
1,2008-12,1,0,0,0,0,U,1
1,2009-01,1,0,0,0,0,U,1
1,2009-02,1,0,0,0,0,U,1
1,2009-03,1,0,0,0,0,U,1
1,2009-04,1,0,0,0,0,U,1
1,2009-05,1,0,0,0,0,U,1
1,2009-06,1,0,0,0,0,U,1
0,2009-07,1,0,0,0,0,U,1
0,2009-08,1,0,0,0,0,U,1
0,2009-09,1,0,0,0,0,U,1
0,2009-10,1,0,0,0,0,U,1
0,2009-11,1,0,0,0,0,U,1
0,2009-12,1,0,0,0,0,U,1
0,2010-01,1,0,0,0,0,U,1
0,2010-02,1,0,0,0,0,U,1
0,2010-03,1,0,0,0,0,U,1
0,2010-04,1,0,0,0,0,U,1
0,2010-05,1,0,0,0,0,U,1
0,2010-06,1,0,0,0,0,U,1
0,2010-07,1,0,0,0,0,U,1
0,2010-08,1,0,0,0,0,U,1
0,2010-09,1,0,0,0,0,U,1
0,2010-10,1,0,0,0,0,U,1
0,2010-11,1,0,0,0,0,U,1
0,2010-12,1,0,0,0,0,U,1
0,2011-01,1,0,0,0,0,U,1
0,2011-02,1,0,0,0,0,U,1
0,2011-03,1,0,0,0,0,U,1
0,2011-04,1,0,0,0,0,U,1
0,2011-05,1,0,0,0,0,U,1
0,2011-06,1,0,0,0,0,U,1
0,2011-07,1,0,0,0,0,U,1
0,2011-08,1,0,0,0,0,U,1
0,2011-09,1,0,0,0,0,U,1
0,2011-10,1,0,0,0,0,U,1
0,2011-11,1,0,0,0,0,U,1
0,2011-12,1,0,0,0,0,U,1
0,2012-01,1,0,0,0,0,U,1
0,2012-02,1,0,0,0,0,U,1
0,2012-03,1,0,0,0,0,U,1
0,2012-04,1,0,0,0,0,U,1
0,2012-05,1,0,0,0,0,U,1
0,2012-06,1,0,0,0,0,U,1
0,2012-07,1,0,0,0,0,U,1
0,2012-08,1,0,0,0,0,U,1
0,2012-09,1,0,0,0,0,U,1
0,2012-10,1,0,0,0,0,U,1
0,2012-11,1,0,0,0,0,U,1
0,2012-12,1,0,0,0,0,U,1
0,2013-01,1,0,0,0,0,U,1
0,2013-02,1,0,0,0,0,U,1
0,2013-03,1,0,0,0,0,U,1
0,2013-04,1,0,0,0,0,U,1
0,2013-05,1,0,0,0,0,U,1
0,2013-06,1,0,0,0,0,U,1
0,2013-07,1,0,0,0,0,U,1
0,2013-08,1,0,0,0,0,U,1
0,2013-09,1,0,0,0,0,U,1
0,2013-10,1,0,0,0,0,U,1
0,2013-11,1,0,0,0,0,U,1
0,2013-12,1,0,0,0,0,U,1
0,2014-01,1,0,0,0,0,U,1
0,2014-02,1,0,0,0,0,U,1
0,2014-03,1,0,0,0,0,U,1
0,2014-04,1,0,0,0,0,U,1
0,2014-05,1,0,0,0,0,U,1
0,2014-06,1,0,0,0,0,U,1
0,2014-07,1,0,0,0,0,U,1
0,2014-08,1,0,0,0,0,U,1
0,2014-09,1,0,0,0,0,U,1
0,2014-10,1,0,0,0,0,U,1
0,2014-11,1,0,0,0,0,U,1
0,2014-12,1,0,0,0,0,U,1
0,2015-01,1,0,0,0,0,U,1
0,2015-02,1,0,0,0,0,U,1
0,2015-03,1,0,0,0,0,U,1
0,2015-04,1,0,0,0,0,U,1
0,2015-05,1,0,0,0,0,U,1
0,2015-06,1,0,0,0,0,U,1
0,2015-07,1,0,0,0,0,U,1
0,2015-08,1,0,0,0,0,U,1
0,2015-09,1,0,0,0,0,U,1
0,2015-10,1,0,0,0,0,U,1
0,2015-11,1,0,0,0,0,U,1
0,2015-12,1,0,0,0,0,U,1
0,2016-01,1,0,0,0,0,U,1
0,2016-02,1,0,0,0,0,U,1
0,2016-03,1,0,0,0,0,U,1
0,2016-04,1,0,0,0,0,U,1
0,2016-05,1,0,0,0,0,U,1
0,2016-06,1,0,0,0,0,U,1
0,2016-07,1,0,0,0,0,U,1
0,2016-08,1,0,0,0,0,U,1
0,2016-09,1,0,0,0,0,U,1
0,2016-10,1,0,0,0,0,U,1
0,2016-11,1,0,0,0,0,U,1
0,2016-12,1,0,0,0,0,U,1
0,2017-01,1,0,0,0,0,U,1
0,2017-02,1,0,0,0,0,U,1
0,2017-03,1,0,0,0,0,U,1
0,2017-04,1,0,0,0,0,U,1
0,2017-05,1,0,0,0,0,U,1
0,2017-06,1,0,0,0,0,U,1
0,2017-07,1,0,0,0,0,U,1
0,2017-08,1,0,0,0,0,U,1
0,2017-09,1,0,0,0,0,U,1
0,2017-10,1,0,0,0,0,U,1
0,2017-11,1,0,0,0,0,U,1
0,2017-12,1,0,0,0,0,U,1
0,2018-01,1,0,0,0,0,U,1
0,2018-02,1,0,0,0,0,U,1
0,2018-03,1,0,0,0,0,U,1
0,2018-04,1,0,0,0,0,U,1
0,2018-05,1,0,0,0,0,U,1
0,2018-06,1,0,0,0,0,U,1
0,2018-07,1,0,0,0,0,U,1
0,2018-08,1,0,0,0,0,U,1
0,2018-09,1,0,0,0,0,U,1
0,2018-10,1,0,0,0,0,U,1
0,2018-11,1,0,0,0,0,U,1
0,2018-12,1,0,0,0,0,U,1
0,2019-01,1,0,0,0,0,U,1
0,2019-02,1,0,0,0,0,U,1
0,2019-03,0,0,0,0,1,B,4
0,2019-04,0,0,0,0,1,B,4
0,2019-05,0,0,0,0,1,B,4
0,2019-06,0,0,0,0,1,B,4
0,2019-07,0,0,0,0,1,B,4
0,2019-08,0,0,0,0,1,B,4
0,2019-09,0,0,0,0,1,B,4
0,2019-10,0,0,0,0,1,B,4
0,2019-11,1,0,0,0,0,U,1
0,2019-12,1,0,0,0,0,U,1
0,2020-01,1,0,0,0,0,U,1
0,2020-02,0,0,0,0,1,B,4
0,2020-03,1,0,0,0,0,U,1
