"","date","B","D","F","H","U","Ua","Ub","Shape","S"
"455","1991-02",0,0,0,0,1,1,0,"Ua","0.5"
"456","1991-03",0,0,0,0,1,1,0,"Ua","0.5"
"457","1991-04",0,0,0,0,1,0,1,"Ub","1"
"458","1991-05",0,0,0,0,1,0,1,"Ub","1"
"459","1991-06",0,0,0,0,1,0,1,"Ub","1"
"460","1991-07",0,0,0,0,1,0,1,"Ub","1"
"461","1991-08",0,0,0,0,1,0,1,"Ub","1"
"462","1991-09",0,0,0,0,1,0,1,"Ub","1"
"463","1991-10",0,0,0,0,1,0,1,"Ub","1"
"464","1991-11",0,0,0,0,1,0,1,"Ub","1"
"465","1991-12",0,0,0,0,1,0,1,"Ub","1"
"466","1992-01",0,0,0,0,1,0,1,"Ub","1"
"467","1992-02",0,0,0,0,1,0,1,"Ub","1"
"468","1992-03",0,0,0,0,1,0,1,"Ub","1"
"469","1992-04",0,0,0,0,1,0,1,"Ub","1"
"470","1992-05",0,0,0,0,1,0,1,"Ub","1"
"471","1992-06",0,0,0,0,1,0,1,"Ub","1"
"472","1992-07",0,0,0,0,1,0,1,"Ub","1"
"473","1992-08",0,0,0,0,1,0,1,"Ub","1"
"474","1992-09",0,0,0,0,1,0,1,"Ub","1"
"475","1992-10",0,0,0,0,1,0,1,"Ub","1"
"476","1992-11",0,0,0,0,1,0,1,"Ub","1"
"477","1992-12",0,0,0,0,1,0,1,"Ub","1"
"478","1993-01",0,0,0,0,1,0,1,"Ub","1"
"479","1993-02",0,0,0,0,1,0,1,"Ub","1"
"480","1993-03",0,0,0,0,1,0,1,"Ub","1"
"481","1993-04",0,0,0,0,1,0,1,"Ub","1"
"482","1993-05",0,0,0,0,1,0,1,"Ub","1"
"483","1993-06",0,0,0,0,1,0,1,"Ub","1"
"484","1993-07",0,0,0,0,1,0,1,"Ub","1"
"485","1993-08",0,0,0,0,1,0,1,"Ub","1"
"486","1993-09",0,0,0,0,1,0,1,"Ub","1"
"487","1993-10",0,0,0,0,1,0,1,"Ub","1"
"488","1993-11",0,0,0,0,1,0,1,"Ub","1"
"489","1993-12",0,0,0,0,1,0,1,"Ub","1"
"490","1994-01",0,0,0,0,1,0,1,"Ub","1"
"491","1994-02",0,0,0,0,1,0,1,"Ub","1"
"492","1994-03",0,0,0,0,1,0,1,"Ub","1"
"493","1994-04",0,0,0,0,1,0,1,"Ub","1"
"494","1994-05",0,0,0,0,1,0,1,"Ub","1"
"495","1994-06",0,0,0,0,1,0,1,"Ub","1"
"496","1994-07",0,0,0,0,1,0,1,"Ub","1"
"497","1994-08",0,0,0,0,1,0,1,"Ub","1"
"498","1994-09",0,0,0,0,1,0,1,"Ub","1"
"499","1994-10",0,0,0,0,1,0,1,"Ub","1"
"500","1994-11",0,0,0,0,1,0,1,"Ub","1"
"501","1994-12",0,0,0,0,1,1,0,"Ua","0.5"
"502","1995-01",0,0,0,0,1,1,0,"Ua","0.5"
"503","1995-02",0,0,0,0,1,1,0,"Ua","0.5"
"504","1995-03",0,0,0,0,1,1,0,"Ua","0.5"
"505","1995-04",0,0,0,0,1,1,0,"Ua","0.5"
"506","1995-05",0,0,0,0,1,1,0,"Ua","0.5"
"507","1995-06",0,0,0,0,1,1,0,"Ua","0.5"
"508","1995-07",0,0,0,0,1,1,0,"Ua","0.5"
"509","1995-08",0,0,0,0,1,1,0,"Ua","0.5"
"510","1995-09",0,0,0,0,1,1,0,"Ua","0.5"
"511","1995-10",0,0,0,0,1,1,0,"Ua","0.5"
"512","1995-11",0,0,0,0,1,1,0,"Ua","0.5"
"513","1995-12",0,0,0,0,1,1,0,"Ua","0.5"
"514","1996-01",0,0,0,0,1,1,0,"Ua","0.5"
"515","1996-02",0,0,0,0,1,1,0,"Ua","0.5"
"516","1996-03",0,0,0,0,1,1,0,"Ua","0.5"
"517","1996-04",0,0,0,0,1,1,0,"Ua","0.5"
"518","1996-05",0,0,0,0,1,1,0,"Ua","0.5"
"519","1996-06",0,0,0,0,1,1,0,"Ua","0.5"
"520","1996-07",0,0,0,0,1,1,0,"Ua","0.5"
"521","1996-08",0,0,0,0,1,1,0,"Ua","0.5"
"522","1996-09",0,0,0,0,1,1,0,"Ua","0.5"
"523","1996-10",0,0,0,0,1,1,0,"Ua","0.5"
"524","1996-11",0,0,0,0,1,1,0,"Ua","0.5"
"525","1996-12",0,0,0,0,1,1,0,"Ua","0.5"
"526","1997-01",0,0,0,0,1,1,0,"Ua","0.5"
"527","1997-02",0,0,0,0,1,1,0,"Ua","0.5"
"528","1997-03",0,0,0,0,1,1,0,"Ua","0.5"
"529","1997-04",0,0,0,0,1,1,0,"Ua","0.5"
"530","1997-05",0,0,0,0,1,1,0,"Ua","0.5"
"531","1997-06",0,0,0,0,1,1,0,"Ua","0.5"
"532","1997-07",0,0,0,0,1,1,0,"Ua","0.5"
"533","1997-08",0,0,0,0,1,1,0,"Ua","0.5"
"534","1997-09",0,0,0,0,1,1,0,"Ua","0.5"
"535","1997-10",0,0,0,0,1,1,0,"Ua","0.5"
"536","1997-11",0,0,0,0,1,1,0,"Ua","0.5"
"537","1997-12",0,0,0,0,1,1,0,"Ua","0.5"
"538","1998-01",0,0,0,0,1,1,0,"Ua","0.5"
"539","1998-02",0,0,0,0,1,1,0,"Ua","0.5"
"540","1998-03",0,0,0,0,1,1,0,"Ua","0.5"
"541","1998-04",0,0,0,0,1,1,0,"Ua","0.5"
"542","1998-05",0,0,0,0,1,1,0,"Ua","0.5"
"543","1998-06",0,0,0,0,1,1,0,"Ua","0.5"
"544","1998-07",0,0,0,0,1,1,0,"Ua","0.5"
"545","1998-08",0,0,0,0,1,1,0,"Ua","0.5"
"546","1998-09",1,0,0,0,0,0,0,"B","2"
"547","1998-10",0,0,0,0,1,1,0,"Ua","0.5"
"548","1998-11",0,0,0,0,1,1,0,"Ua","0.5"
"549","1998-12",1,0,0,0,0,0,0,"B","2"
"550","1999-01",0,0,0,0,1,1,0,"Ua","0.5"
"551","1999-02",0,0,0,0,1,1,0,"Ua","0.5"
"552","1999-03",0,0,0,0,1,1,0,"Ua","0.5"
"553","1999-04",0,0,0,0,1,1,0,"Ua","0.5"
"554","1999-05",0,0,0,0,1,1,0,"Ua","0.5"
"555","1999-06",0,0,0,0,1,1,0,"Ua","0.5"
"556","1999-07",0,0,0,0,1,1,0,"Ua","0.5"
"557","1999-08",0,0,0,0,1,1,0,"Ua","0.5"
"558","1999-09",0,0,0,0,1,1,0,"Ua","0.5"
"559","1999-10",0,0,0,0,1,1,0,"Ua","0.5"
"560","1999-11",0,0,0,0,1,1,0,"Ua","0.5"
"561","1999-12",0,0,0,0,1,1,0,"Ua","0.5"
"562","2000-01",0,0,0,0,1,1,0,"Ua","0.5"
"563","2000-02",0,0,0,1,0,0,0,"H","4"
"564","2000-03",0,0,0,1,0,0,0,"H","4"
"565","2000-04",0,0,0,1,0,0,0,"H","4"
"566","2000-05",0,0,0,1,0,0,0,"H","4"
"567","2000-06",0,0,0,1,0,0,0,"H","4"
"568","2000-07",0,0,0,1,0,0,0,"H","4"
"569","2000-08",0,1,0,0,0,0,0,"D","5"
"570","2000-09",0,1,0,0,0,0,0,"D","5"
"571","2000-10",1,0,0,0,0,0,0,"B","2"
"572","2000-11",1,0,0,0,0,0,0,"B","2"
"573","2000-12",1,0,0,0,0,0,0,"B","2"
"574","2001-01",1,0,0,0,0,0,0,"B","2"
"575","2001-02",1,0,0,0,0,0,0,"B","2"
"576","2001-03",0,0,0,0,1,1,0,"Ua","0.5"
"577","2001-04",0,0,0,0,1,1,0,"Ua","0.5"
"578","2001-05",0,0,0,0,1,1,0,"Ua","0.5"
"579","2001-06",0,0,0,0,1,0,1,"Ub","1"
"580","2001-07",0,0,0,0,1,1,0,"Ua","0.5"
"581","2001-08",0,0,0,0,1,1,0,"Ua","0.5"
"582","2001-09",0,0,0,0,1,0,1,"Ub","1"
"583","2001-10",0,0,0,0,1,0,1,"Ub","1"
"584","2001-11",0,0,0,0,1,0,1,"Ub","1"
"585","2001-12",0,0,0,0,1,0,1,"Ub","1"
"586","2002-01",0,0,0,0,1,0,1,"Ub","1"
"587","2002-02",0,0,0,0,1,0,1,"Ub","1"
"588","2002-03",0,0,0,0,1,0,1,"Ub","1"
"589","2002-04",0,0,0,0,1,0,1,"Ub","1"
"590","2002-05",0,0,0,0,1,0,1,"Ub","1"
"591","2002-06",0,0,0,0,1,0,1,"Ub","1"
"592","2002-07",0,0,0,0,1,0,1,"Ub","1"
"593","2002-08",0,0,0,0,1,0,1,"Ub","1"
"594","2002-09",0,0,0,0,1,0,1,"Ub","1"
"595","2002-10",0,0,0,0,1,0,1,"Ub","1"
"596","2002-11",0,0,0,0,1,0,1,"Ub","1"
"597","2002-12",0,0,0,0,1,0,1,"Ub","1"
"598","2003-01",0,0,0,0,1,0,1,"Ub","1"
"599","2003-02",0,0,0,0,1,0,1,"Ub","1"
"600","2003-03",0,0,0,0,1,0,1,"Ub","1"
"601","2003-04",0,0,0,0,1,0,1,"Ub","1"
"602","2003-05",0,0,0,0,1,0,1,"Ub","1"
"603","2003-06",0,0,0,0,1,0,1,"Ub","1"
"604","2003-07",0,0,0,0,1,0,1,"Ub","1"
"605","2003-08",0,0,0,0,1,0,1,"Ub","1"
"606","2003-09",0,0,0,0,1,0,1,"Ub","1"
"607","2003-10",0,0,0,0,1,0,1,"Ub","1"
"608","2003-11",0,0,0,0,1,0,1,"Ub","1"
"609","2003-12",0,0,0,0,1,0,1,"Ub","1"
"610","2004-01",0,0,0,0,1,0,1,"Ub","1"
"611","2004-02",0,0,0,0,1,0,1,"Ub","1"
"612","2004-03",0,0,0,0,1,0,1,"Ub","1"
"613","2004-04",0,0,0,0,1,0,1,"Ub","1"
"614","2004-05",0,0,0,0,1,0,1,"Ub","1"
"615","2004-06",0,0,0,0,1,0,1,"Ub","1"
"616","2004-07",0,0,0,0,1,0,1,"Ub","1"
"617","2004-08",0,0,0,0,1,0,1,"Ub","1"
"618","2004-09",0,0,0,0,1,0,1,"Ub","1"
"619","2004-10",0,0,0,0,1,0,1,"Ub","1"
"620","2004-11",0,0,0,0,1,0,1,"Ub","1"
"621","2004-12",0,0,0,0,1,0,1,"Ub","1"
"622","2005-01",0,0,0,0,1,0,1,"Ub","1"
"623","2005-02",0,0,0,0,1,1,0,"Ua","0.5"
"624","2005-03",0,0,0,0,1,1,0,"Ua","0.5"
"625","2005-04",0,0,0,0,1,1,0,"Ua","0.5"
"626","2005-05",0,0,0,0,1,1,0,"Ua","0.5"
"627","2005-06",0,0,0,0,1,1,0,"Ua","0.5"
"628","2005-07",0,0,0,0,1,1,0,"Ua","0.5"
"629","2005-08",0,0,0,0,1,1,0,"Ua","0.5"
"630","2005-09",0,0,0,0,1,1,0,"Ua","0.5"
"631","2005-10",0,0,0,0,1,1,0,"Ua","0.5"
"632","2005-11",0,0,0,0,1,1,0,"Ua","0.5"
"633","2005-12",0,0,0,0,1,1,0,"Ua","0.5"
"634","2006-01",0,0,0,0,1,1,0,"Ua","0.5"
"635","2006-02",0,0,1,0,0,0,0,"F","3"
"636","2006-03",0,0,1,0,0,0,0,"F","3"
"637","2006-04",0,0,0,0,1,1,0,"Ua","0.5"
"638","2006-05",0,0,0,0,1,1,0,"Ua","0.5"
"639","2006-06",0,0,1,0,0,0,0,"F","3"
"640","2006-07",0,0,1,0,0,0,0,"F","3"
"641","2006-08",1,0,0,0,0,0,0,"B","2"
"642","2006-09",1,0,0,0,0,0,0,"B","2"
"643","2006-10",1,0,0,0,0,0,0,"B","2"
"644","2006-11",1,0,0,0,0,0,0,"B","2"
"645","2006-12",1,0,0,0,0,0,0,"B","2"
"646","2007-01",1,0,0,0,0,0,0,"B","2"
"647","2007-02",1,0,0,0,0,0,0,"B","2"
"648","2007-03",1,0,0,0,0,0,0,"B","2"
"649","2007-04",1,0,0,0,0,0,0,"B","2"
"650","2007-05",1,0,0,0,0,0,0,"B","2"
"651","2007-06",0,0,0,0,1,1,0,"Ua","0.5"
"652","2007-07",1,0,0,0,0,0,0,"B","2"
"653","2007-08",0,0,0,0,1,1,0,"Ua","0.5"
"654","2007-09",0,0,0,0,1,1,0,"Ua","0.5"
"655","2007-10",0,0,0,0,1,1,0,"Ua","0.5"
"656","2007-11",0,0,0,0,1,1,0,"Ua","0.5"
"657","2007-12",0,0,0,0,1,1,0,"Ua","0.5"
"658","2008-01",0,0,0,0,1,1,0,"Ua","0.5"
"659","2008-02",0,0,0,0,1,0,1,"Ub","1"
"660","2008-03",0,0,0,0,1,0,1,"Ub","1"
"661","2008-04",0,0,0,0,1,0,1,"Ub","1"
"662","2008-05",0,0,0,0,1,0,1,"Ub","1"
"663","2008-06",0,0,0,0,1,0,1,"Ub","1"
"664","2008-07",0,0,0,0,1,0,1,"Ub","1"
"665","2008-08",0,0,0,0,1,0,1,"Ub","1"
"666","2008-09",0,0,0,0,1,0,1,"Ub","1"
"667","2008-10",0,0,0,0,1,0,1,"Ub","1"
"668","2008-11",0,0,0,0,1,0,1,"Ub","1"
"669","2008-12",0,0,0,0,1,0,1,"Ub","1"
"670","2009-01",0,0,0,0,1,0,1,"Ub","1"
"671","2009-02",0,0,0,0,1,0,1,"Ub","1"
"672","2009-03",0,0,0,0,1,0,1,"Ub","1"
"673","2009-04",0,0,0,0,1,0,1,"Ub","1"
"674","2009-05",0,0,0,0,1,0,1,"Ub","1"
"675","2009-06",0,0,0,0,1,0,1,"Ub","1"
"676","2009-07",0,0,0,0,1,0,1,"Ub","1"
"677","2009-08",0,0,0,0,1,0,1,"Ub","1"
"678","2009-09",0,0,0,0,1,0,1,"Ub","1"
"679","2009-10",0,0,0,0,1,0,1,"Ub","1"
"680","2009-11",0,0,0,0,1,0,1,"Ub","1"
"681","2009-12",0,0,0,0,1,0,1,"Ub","1"
"682","2010-01",0,0,0,0,1,0,1,"Ub","1"
"683","2010-02",0,0,0,0,1,0,1,"Ub","1"
"684","2010-03",0,0,0,0,1,0,1,"Ub","1"
"685","2010-04",0,0,0,0,1,0,1,"Ub","1"
"686","2010-05",0,0,0,0,1,0,1,"Ub","1"
"687","2010-06",0,0,0,0,1,0,1,"Ub","1"
"688","2010-07",0,0,0,0,1,0,1,"Ub","1"
"689","2010-08",0,0,0,0,1,0,1,"Ub","1"
"690","2010-09",0,0,0,0,1,0,1,"Ub","1"
"691","2010-10",0,0,0,0,1,0,1,"Ub","1"
"692","2010-11",0,0,0,0,1,0,1,"Ub","1"
"693","2010-12",0,0,0,0,1,0,1,"Ub","1"
"694","2011-01",0,0,0,0,1,0,1,"Ub","1"
"695","2011-02",0,0,0,0,1,0,1,"Ub","1"
"696","2011-03",0,0,0,0,1,0,1,"Ub","1"
"697","2011-04",0,0,0,0,1,0,1,"Ub","1"
"698","2011-05",0,0,0,0,1,0,1,"Ub","1"
"699","2011-06",0,0,0,0,1,0,1,"Ub","1"
"700","2011-07",0,0,0,0,1,0,1,"Ub","1"
"701","2011-08",0,0,0,0,1,0,1,"Ub","1"
"702","2011-09",0,0,0,0,1,0,1,"Ub","1"
"703","2011-10",0,0,0,0,1,0,1,"Ub","1"
"704","2011-11",0,0,0,0,1,0,1,"Ub","1"
"705","2011-12",0,0,0,0,1,0,1,"Ub","1"
"706","2012-01",0,0,0,0,1,0,1,"Ub","1"
"707","2012-02",0,0,0,0,1,0,1,"Ub","1"
"708","2012-03",0,0,0,0,1,0,1,"Ub","1"
"709","2012-04",0,0,0,0,1,0,1,"Ub","1"
"710","2012-05",0,0,0,0,1,0,1,"Ub","1"
"711","2012-06",0,0,0,0,1,0,1,"Ub","1"
"712","2012-07",0,0,0,0,1,1,0,"Ua","0.5"
"713","2012-08",0,0,0,0,1,0,1,"Ub","1"
"714","2012-09",0,0,0,0,1,0,1,"Ub","1"
"715","2012-10",0,0,0,0,1,0,1,"Ub","1"
"716","2012-11",0,0,0,0,1,0,1,"Ub","1"
"717","2012-12",0,0,0,0,1,0,1,"Ub","1"
"718","2013-01",0,0,0,0,1,0,1,"Ub","1"
"719","2013-02",0,0,0,0,1,0,1,"Ub","1"
"720","2013-03",0,0,0,0,1,0,1,"Ub","1"
"721","2013-04",0,0,0,0,1,0,1,"Ub","1"
"722","2013-05",0,0,0,0,1,0,1,"Ub","1"
"723","2013-06",0,0,0,0,1,0,1,"Ub","1"
"724","2013-07",0,0,0,0,1,0,1,"Ub","1"
"725","2013-08",0,0,0,0,1,0,1,"Ub","1"
"726","2013-09",0,0,0,0,1,0,1,"Ub","1"
"727","2013-10",0,0,0,0,1,0,1,"Ub","1"
"728","2013-11",0,0,0,0,1,0,1,"Ub","1"
"729","2013-12",0,0,0,0,1,0,1,"Ub","1"
"730","2014-01",0,0,0,0,1,0,1,"Ub","1"
"731","2014-02",0,0,0,0,1,0,1,"Ub","1"
"732","2014-03",0,0,0,0,1,0,1,"Ub","1"
"733","2014-04",0,0,0,0,1,0,1,"Ub","1"
"734","2014-05",0,0,0,0,1,0,1,"Ub","1"
"735","2014-06",0,0,0,0,1,0,1,"Ub","1"
"736","2014-07",0,0,0,0,1,0,1,"Ub","1"
"737","2014-08",0,0,0,0,1,0,1,"Ub","1"
"738","2014-09",0,0,0,0,1,0,1,"Ub","1"
"739","2014-10",0,0,0,0,1,0,1,"Ub","1"
"740","2014-11",0,0,0,0,1,0,1,"Ub","1"
"741","2014-12",0,0,0,0,1,0,1,"Ub","1"
"742","2015-01",0,0,0,0,1,0,1,"Ub","1"
"743","2015-02",0,0,0,0,1,0,1,"Ub","1"
"744","2015-03",0,0,0,0,1,0,1,"Ub","1"
"745","2015-04",0,0,0,0,1,0,1,"Ub","1"
"746","2015-05",0,0,0,0,1,0,1,"Ub","1"
"747","2015-06",0,0,0,0,1,0,1,"Ub","1"
"748","2015-07",0,0,0,0,1,0,1,"Ub","1"
"749","2015-08",0,0,0,0,1,0,1,"Ub","1"
"750","2015-09",0,0,0,0,1,0,1,"Ub","1"
"751","2015-10",0,0,0,0,1,0,1,"Ub","1"
"752","2015-11",0,0,0,0,1,0,1,"Ub","1"
"753","2015-12",0,0,0,0,1,0,1,"Ub","1"
"754","2016-01",0,0,0,0,1,0,1,"Ub","1"
"755","2016-02",0,0,0,0,1,1,0,"Ua","0.5"
"756","2016-03",0,0,0,0,1,1,0,"Ua","0.5"
"757","2016-04",0,0,0,0,1,1,0,"Ua","0.5"
"758","2016-05",0,0,0,0,1,1,0,"Ua","0.5"
"759","2016-06",0,0,0,0,1,1,0,"Ua","0.5"
"760","2016-07",0,0,0,0,1,1,0,"Ua","0.5"
"761","2016-08",0,0,0,0,1,1,0,"Ua","0.5"
"762","2016-09",0,0,0,0,1,1,0,"Ua","0.5"
"763","2016-10",0,0,0,0,1,1,0,"Ua","0.5"
"764","2016-11",0,0,0,0,1,1,0,"Ua","0.5"
"765","2016-12",0,0,0,0,1,0,1,"Ub","1"
"766","2017-01",0,0,0,0,1,0,1,"Ub","1"
"767","2017-02",0,0,0,0,1,0,1,"Ub","1"
"768","2017-03",0,0,0,0,1,1,0,"Ua","0.5"
"769","2017-04",0,0,0,0,1,1,0,"Ua","0.5"
"770","2017-05",0,0,0,0,1,1,0,"Ua","0.5"
"771","2017-06",0,0,0,0,1,1,0,"Ua","0.5"
"772","2017-07",0,0,0,0,1,1,0,"Ua","0.5"
"773","2017-08",0,0,0,0,1,1,0,"Ua","0.5"
"774","2017-09",0,0,0,0,1,1,0,"Ua","0.5"
"775","2017-10",0,0,0,0,1,1,0,"Ua","0.5"
"776","2017-11",0,0,0,0,1,1,0,"Ua","0.5"
"777","2017-12",0,0,0,0,1,1,0,"Ua","0.5"
"778","2018-01",0,0,0,0,1,1,0,"Ua","0.5"
"779","2018-02",0,0,0,0,1,1,0,"Ua","0.5"
"780","2018-03",0,0,0,0,1,1,0,"Ua","0.5"
"781","2018-04",0,0,0,0,1,1,0,"Ua","0.5"
"782","2018-05",0,0,0,0,1,1,0,"Ua","0.5"
"783","2018-06",0,0,0,0,1,1,0,"Ua","0.5"
"784","2018-07",0,0,0,0,1,1,0,"Ua","0.5"
"785","2018-08",0,0,0,0,1,1,0,"Ua","0.5"
"786","2018-09",0,0,0,0,1,1,0,"Ua","0.5"
"787","2018-10",0,0,0,0,1,1,0,"Ua","0.5"
"788","2018-11",0,0,0,0,1,1,0,"Ua","0.5"
"789","2018-12",0,0,0,0,1,1,0,"Ua","0.5"
"790","2019-01",0,0,0,0,1,1,0,"Ua","0.5"
"791","2019-02",0,0,0,0,1,1,0,"Ua","0.5"
"792","2019-03",1,0,0,0,0,0,0,"B","2"
"793","2019-04",1,0,0,0,0,0,0,"B","2"
"794","2019-05",1,0,0,0,0,0,0,"B","2"
"795","2019-06",1,0,0,0,0,0,0,"B","2"
"796","2019-07",1,0,0,0,0,0,0,"B","2"
"797","2019-08",1,0,0,0,0,0,0,"B","2"
"798","2019-09",1,0,0,0,0,0,0,"B","2"
"799","2019-10",1,0,0,0,0,0,0,"B","2"
"800","2019-11",0,0,0,0,1,1,0,"Ua","0.5"
"801","2019-12",0,0,0,0,1,1,0,"Ua","0.5"
"802","2020-01",0,0,0,0,1,1,0,"Ua","0.5"
"803","2020-02",1,0,0,0,0,0,0,"B","2"
"804","2020-03",0,0,0,0,1,1,0,"Ua","0.5"
"805","2020-04",0,0,0,0,1,1,0,"Ua","0.5"
"806","2020-05",0,0,0,0,1,1,0,"Ua","0.5"
"807","2020-06",0,0,0,0,1,1,0,"Ua","0.5"
"808","2020-07",0,0,0,0,1,1,0,"Ua","0.5"
"809","2020-08",0,0,0,0,1,1,0,"Ua","0.5"
"810","2020-09",0,0,0,0,1,1,0,"Ua","0.5"
"811","2020-10",0,0,0,0,1,1,0,"Ua","0.5"
"812","2020-11",0,0,0,0,1,1,0,"Ua","0.5"
"813","2020-12",0,0,0,0,1,1,0,"Ua","0.5"
"814","2021-01",0,0,0,0,1,1,0,"Ua","0.5"
"815","2021-02",0,0,0,0,1,1,0,"Ua","0.5"
"816","2021-03",0,0,0,0,1,0,1,"Ub","1"
"817","2021-04",0,0,0,0,1,0,1,"Ub","1"
"818","2021-05",0,0,0,0,1,0,1,"Ub","1"
"819","2021-06",0,0,0,0,1,1,0,"Ua","0.5"
"820","2021-07",0,0,0,0,1,1,0,"Ua","0.5"
"821","2021-08",0,0,0,0,1,1,0,"Ua","0.5"
"822","2021-09",0,0,0,0,1,1,0,"Ua","0.5"
"823","2021-10",0,0,0,0,1,1,0,"Ua","0.5"
"824","2021-11",0,0,0,0,1,1,0,"Ua","0.5"
"825","2021-12",0,0,0,0,1,1,0,"Ua","0.5"
"826","2022-01",0,0,0,0,1,1,0,"Ua","0.5"
"827","2022-02",0,0,0,0,1,1,0,"Ua","0.5"
"828","2022-03",0,0,0,0,1,1,0,"Ua","0.5"
"829","2022-04",0,0,0,0,1,1,0,"Ua","0.5"
"830","2022-05",0,0,0,0,1,1,0,"Ua","0.5"
