"","date","ts","tm","tl","ms","lm","ls"
"502",1995-01-01,6.4867,7.7,7.91,1.2133,0.21,1.4233
"503",1995-02-01,6.3167,7.328,7.67,1.0113,0.342,1.3533
"504",1995-03-01,6.17,7.012,7.51,0.842,0.498,1.34
"505",1995-04-01,6.0533,6.824,7.405,0.7707,0.581,1.3517
"506",1995-05-01,5.9267,6.396,6.98,0.4693,0.584,1.0533
"507",1995-06-01,5.6467,5.934,6.58,0.2873,0.646,0.9333
"508",1995-07-01,5.6,6.032,6.73,0.432,0.698,1.13
"509",1995-08-01,5.6567,6.244,6.89,0.5873,0.646,1.2333
"510",1995-09-01,5.53,6.006,6.6,0.476,0.594,1.07
"511",1995-10-01,5.53,5.868,6.41,0.338,0.542,0.88
"512",1995-11-01,5.4867,5.7,6.295,0.2133,0.595,0.8083
"513",1995-12-01,5.3167,5.512,6.09,0.1953,0.578,0.7733
"514",1996-01-01,5.1233,5.372,6.08,0.2487,0.708,0.9567
"515",1996-02-01,4.9567,5.4,6.27,0.4433,0.87,1.3133
"516",1996-03-01,5.2,5.976,6.67,0.776,0.694,1.47
"517",1996-04-01,5.3,6.272,6.885,0.972,0.613,1.585
"518",1996-05-01,5.3733,6.45,7.02,1.0767,0.57,1.6467
"519",1996-06-01,5.5,6.644,7.14,1.144,0.496,1.64
"520",1996-07-01,5.5567,6.598,7.085,1.0413,0.487,1.5283
"521",1996-08-01,5.4,6.358,6.905,0.958,0.547,1.505
"522",1996-09-01,5.5067,6.56,7.1,1.0533,0.54,1.5933
"523",1996-10-01,5.33,6.242,6.855,0.912,0.613,1.525
"524",1996-11-01,5.2867,5.958,6.53,0.6713,0.572,1.2433
"525",1996-12-01,5.25,6.052,6.6,0.802,0.548,1.35
"526",1997-01-01,5.3633,6.31,6.87,0.9467,0.56,1.5067
"527",1997-02-01,5.3133,6.174,6.73,0.8607,0.556,1.4167
"528",1997-03-01,5.52,6.496,6.99,0.976,0.494,1.47
"529",1997-04-01,5.63,6.714,7.145,1.084,0.431,1.515
"530",1997-05-01,5.5333,6.528,6.98,0.9947,0.452,1.4467
"531",1997-06-01,5.3667,6.332,6.805,0.9653,0.473,1.4383
"532",1997-07-01,5.3533,6.086,6.535,0.7327,0.449,1.1817
"533",1997-08-01,5.4133,6.15,6.615,0.7367,0.465,1.2017
"534",1997-09-01,5.3,6.076,6.53,0.776,0.454,1.23
"535",1997-10-01,5.29,5.924,6.355,0.634,0.431,1.065
"536",1997-11-01,5.3733,5.81,6.155,0.4367,0.345,0.7817
"537",1997-12-01,5.4267,5.774,6.03,0.3473,0.256,0.6033
"538",1998-01-01,5.2167,5.446,5.845,0.2293,0.399,0.6283
"539",1998-02-01,5.27,5.502,5.925,0.232,0.423,0.655
"540",1998-03-01,5.2667,5.62,5.98,0.3533,0.36,0.7133
"541",1998-04-01,5.24,5.618,5.96,0.378,0.342,0.72
"542",1998-05-01,5.3133,5.64,5.97,0.3267,0.33,0.6567
"543",1998-06-01,5.2833,5.524,5.75,0.2407,0.226,0.4667
"544",1998-07-01,5.2267,5.474,5.73,0.2473,0.256,0.5033
"545",1998-08-01,5.1333,5.296,5.6,0.1627,0.304,0.4667
"546",1998-09-01,4.7533,4.696,5.29,-0.0573,0.594,0.5367
"547",1998-10-01,4.13,4.288,5.155,0.158,0.867,1.025
"548",1998-11-01,4.55,4.652,5.365,0.102,0.713,0.815
"549",1998-12-01,4.53,4.548,5.21,0.018,0.662,0.68
"550",1999-01-01,4.4833,4.67,5.305,0.1867,0.635,0.8217
"551",1999-02-01,4.6233,4.958,5.515,0.3347,0.557,0.8917
"552",1999-03-01,4.6667,5.178,5.725,0.5113,0.547,1.0583
"553",1999-04-01,4.5467,5.11,5.685,0.5633,0.575,1.1383
"554",1999-05-01,4.7433,5.44,5.945,0.6967,0.505,1.2017
"555",1999-06-01,4.95,5.816,6.2,0.866,0.384,1.25
"556",1999-07-01,4.8233,5.716,6.13,0.8927,0.414,1.3067
"557",1999-08-01,5.0533,5.876,6.25,0.8227,0.374,1.1967
"558",1999-09-01,5.05,5.85,6.285,0.8,0.435,1.235
"559",1999-10-01,5.2167,6.054,6.46,0.8373,0.406,1.2433
"560",1999-11-01,5.4033,5.99,6.315,0.5867,0.325,0.9117
"561",1999-12-01,5.6267,6.218,6.52,0.5913,0.302,0.8933
"562",2000-01-01,5.7933,6.574,6.745,0.7807,0.171,0.9517
"563",2000-02-01,5.9833,6.636,6.385,0.6527,-0.251,0.4017
"564",2000-03-01,6.0633,6.466,6.215,0.4027,-0.251,0.1517
"565",2000-04-01,6.0133,6.256,6.015,0.2427,-0.241,0.0017
"566",2000-05-01,6.2367,6.68,6.35,0.4433,-0.33,0.1133
"567",2000-06-01,6.09,6.328,6.105,0.238,-0.223,0.015
"568",2000-07-01,6.1633,6.214,6.025,0.0507,-0.189,-0.1383
"569",2000-08-01,6.27,6.068,5.87,-0.202,-0.198,-0.4
"570",2000-09-01,6.1867,5.962,5.96,-0.2247,-0.002,-0.2267
"571",2000-10-01,6.2067,5.824,5.92,-0.3827,0.096,-0.2867
"572",2000-11-01,6.2633,5.774,5.88,-0.4893,0.106,-0.3833
"573",2000-12-01,5.82,5.26,5.565,-0.56,0.305,-0.255
"574",2001-01-01,5.0833,4.936,5.595,-0.1473,0.659,0.5117
"575",2001-02-01,4.86,4.892,5.535,0.032,0.643,0.675
"576",2001-03-01,4.4267,4.636,5.415,0.2093,0.779,0.9883
"577",2001-04-01,3.98,4.716,5.715,0.736,0.999,1.735
"578",2001-05-01,3.74,4.866,5.85,1.126,0.984,2.11
"579",2001-06-01,3.57,4.732,5.745,1.162,1.013,2.175
"580",2001-07-01,3.61,4.682,5.68,1.072,0.998,2.07
"581",2001-08-01,3.4575,4.436,5.53,0.9785,1.094,2.0725
"582",2001-09-01,2.725,3.986,5.505,1.261,1.519,2.78
"583",2001-10-01,2.2425,3.732,5.33,1.4895,1.598,3.0875
"584",2001-11-01,2,3.808,5.225,1.808,1.417,3.225
"585",2001-12-01,1.87,4.214,5.62,2.344,1.406,3.75
"586",2002-01-01,1.8225,4.152,5.57,2.3295,1.418,3.7475
"587",2002-02-01,1.8975,4.098,5.505,2.2005,1.407,3.6075
"588",2002-03-01,2.0625,4.572,5.93,2.5095,1.358,3.8675
"589",2002-04-01,1.9825,4.462,5.85,2.4795,1.388,3.8675
"590",2002-05-01,1.94,4.322,5.81,2.382,1.488,3.87
"591",2002-06-01,1.87,4.04,5.65,2.17,1.61,3.78
"592",2002-07-01,1.7825,3.666,5.51,1.8835,1.844,3.7275
"593",2002-08-01,1.6825,3.216,5.19,1.5335,1.974,3.5075
"594",2002-09-01,1.6725,2.926,4.87,1.2535,1.944,3.1975
"595",2002-10-01,1.6175,2.918,5,1.3005,2.082,3.3825
"596",2002-11-01,1.325,2.996,5.04,1.671,2.044,3.715
"597",2002-12-01,1.2825,2.952,5.01,1.6695,2.058,3.7275
"598",2003-01-01,1.235,2.924,5.02,1.689,2.096,3.785
"599",2003-02-01,1.2225,2.786,4.87,1.5635,2.084,3.6475
"600",2003-03-01,1.1825,2.696,4.82,1.5135,2.124,3.6375
"601",2003-04-01,1.1875,2.808,4.91,1.6205,2.102,3.7225
"602",2003-05-01,1.115,2.466,4.52,1.351,2.054,3.405
"603",2003-06-01,0.965,2.236,4.34,1.271,2.104,3.375
"604",2003-07-01,0.9775,2.74,4.92,1.7625,2.18,3.9425
"605",2003-08-01,1.07,3.216,5.39,2.146,2.174,4.32
"606",2003-09-01,1.035,3.026,5.21,1.991,2.184,4.175
"607",2003-10-01,1.03,3.048,5.21,2.018,2.162,4.18
"608",2003-11-01,1.0675,3.156,5.17,2.0885,2.014,4.1025
"609",2003-12-01,1.03,3.136,5.11,2.106,1.974,4.08
"610",2004-01-01,0.995,2.99,5.01,1.995,2.02,4.015
"611",2004-02-01,1.0275,2.946,4.94,1.9185,1.994,3.9125
"612",2004-03-01,1.0275,2.702,4.72,1.6745,2.018,3.6925
"613",2004-04-01,1.1025,3.254,5.16,2.1515,1.906,4.0575
"614",2004-05-01,1.265,3.702,5.46,2.437,1.758,4.195
"615",2004-06-01,1.525,3.806,5.45,2.281,1.644,3.925
"616",2004-07-01,1.5875,3.598,5.24,2.0105,1.642,3.6525
"617",2004-08-01,1.6625,3.408,5.07,1.7455,1.662,3.4075
"618",2004-09-01,1.815,3.32,4.89,1.505,1.57,3.075
"619",2004-10-01,1.925,3.326,4.85,1.401,1.524,2.925
"620",2004-11-01,2.2125,3.508,4.89,1.2955,1.382,2.6775
"621",2004-12-01,2.3375,3.596,4.88,1.2585,1.284,2.5425
"622",2005-01-01,2.49,3.702,4.77,1.212,1.068,2.28
"623",2005-02-01,2.705,3.766,4.61,1.061,0.844,1.905
"624",2005-03-01,2.96,4.128,4.89,1.168,0.762,1.93
"625",2005-04-01,2.985,3.988,4.75,1.003,0.762,1.765
"626",2005-05-01,3.0125,3.858,4.56,0.8455,0.702,1.5475
"627",2005-06-01,3.1125,3.792,4.35,0.6795,0.558,1.2375
"628",2005-07-01,3.39,4,4.48,0.61,0.48,1.09
"629",2005-08-01,3.6275,4.136,4.53,0.5085,0.394,0.9025
"630",2005-09-01,3.59,4.04,4.51,0.45,0.47,0.92
"631",2005-10-01,3.9025,4.346,4.74,0.4435,0.394,0.8375
"632",2005-11-01,4.1275,4.464,4.83,0.3365,0.366,0.7025
"633",2005-12-01,4.085,4.412,4.73,0.327,0.318,0.645
"634",2006-01-01,4.345,4.378,4.65,0.033,0.272,0.305
"635",2006-02-01,4.5725,4.602,4.635,0.0295,0.033,0.0625
"636",2006-03-01,4.685,4.724,4.82,0.039,0.096,0.135
"637",2006-04-01,4.7825,4.922,5.14,0.1395,0.218,0.3575
"638",2006-05-01,4.8875,5.016,5.275,0.1285,0.259,0.3875
"639",2006-06-01,4.99,5.094,5.22,0.104,0.126,0.23
"640",2006-07-01,5.1175,5.074,5.19,-0.0435,0.116,0.0725
"641",2006-08-01,5.125,4.856,5.04,-0.269,0.184,-0.085
"642",2006-09-01,4.9375,4.706,4.89,-0.2315,0.184,-0.0475
"643",2006-10-01,5.0375,4.726,4.895,-0.3115,0.169,-0.1425
"644",2006-11-01,5.11,4.628,4.735,-0.482,0.107,-0.375
"645",2006-12-01,4.9625,4.576,4.73,-0.3865,0.154,-0.2325
"646",2007-01-01,5.065,4.786,4.9,-0.279,0.114,-0.165
"647",2007-02-01,5.1375,4.748,4.875,-0.3895,0.127,-0.2625
"648",2007-03-01,5.0775,4.524,4.765,-0.5535,0.241,-0.3125
"649",2007-04-01,5,4.634,4.91,-0.366,0.276,-0.09
"650",2007-05-01,4.895,4.714,4.94,-0.181,0.226,0.045
"651",2007-06-01,4.7925,5.032,5.245,0.2395,0.213,0.4525
"652",2007-07-01,4.945,4.89,5.15,-0.055,0.26,0.205
"653",2007-08-01,4.385,4.456,4.965,0.071,0.509,0.58
"654",2007-09-01,4.0275,4.224,4.815,0.1965,0.591,0.7875
"655",2007-10-01,4.0175,4.208,4.8,0.1905,0.592,0.7825
"656",2007-11-01,3.5275,3.676,4.54,0.1485,0.864,1.0125
"657",2007-12-01,3.1325,3.516,4.55,0.3835,1.034,1.4175
"658",2008-01-01,2.7775,3.004,4.34,0.2265,1.336,1.5625
"659",2008-02-01,2.1475,2.778,4.505,0.6305,1.727,2.3575
"660",2008-03-01,1.42,2.468,4.375,1.048,1.907,2.955
"661",2008-04-01,1.425,2.798,4.44,1.373,1.642,3.015
"662",2008-05-01,1.86,3.126,4.6,1.266,1.474,2.74
"663",2008-06-01,2.055,3.434,4.715,1.379,1.281,2.66
"664",2008-07-01,1.88,3.27,4.595,1.39,1.325,2.715
"665",2008-08-01,1.895,3.122,4.515,1.227,1.393,2.62
"666",2008-09-01,1.3975,2.844,4.295,1.4465,1.451,2.8975
"667",2008-10-01,0.9075,2.64,4.31,1.7325,1.67,3.4025
"668",2008-11-01,0.5225,2.272,4.135,1.7495,1.863,3.6125
"669",2008-12-01,0.2025,1.544,3.025,1.3415,1.481,2.8225
"670",2009-01-01,0.23,1.608,3.295,1.378,1.687,3.065
"671",2009-02-01,0.4,1.878,3.71,1.478,1.832,3.31
"672",2009-03-01,0.3475,1.86,3.71,1.5125,1.85,3.3625
"673",2009-04-01,0.29,1.902,3.8,1.612,1.898,3.51
"674",2009-05-01,0.28,2.11,4.225,1.83,2.115,3.945
"675",2009-06-01,0.275,2.548,4.515,2.273,1.967,4.24
"676",2009-07-01,0.2725,2.346,4.395,2.0735,2.049,4.1225
"677",2009-08-01,0.255,2.428,4.35,2.173,1.922,4.095
"678",2009-09-01,0.1975,2.246,4.165,2.0485,1.919,3.9675
"679",2009-10-01,0.16,2.218,4.175,2.058,1.957,4.015
"680",2009-11-01,0.14,2.134,4.275,1.994,2.141,4.135
"681",2009-12-01,0.155,2.25,4.445,2.095,2.195,4.29
"682",2010-01-01,0.145,2.368,4.55,2.223,2.182,4.405
"683",2010-02-01,0.175,2.286,4.55,2.111,2.264,4.375
"684",2010-03-01,0.225,2.358,4.565,2.133,2.207,4.34
"685",2010-04-01,0.25,2.482,4.61,2.232,2.128,4.36
"686",2010-05-01,0.225,2.122,4.2,1.897,2.078,3.975
"687",2010-06-01,0.1775,1.95,4.04,1.7725,2.09,3.8625
"688",2010-07-01,0.2025,1.76,3.895,1.5575,2.135,3.6925
"689",2010-08-01,0.19,1.514,3.66,1.324,2.146,3.47
"690",2010-09-01,0.18,1.466,3.62,1.286,2.154,3.44
"691",2010-10-01,0.17,1.304,3.695,1.134,2.391,3.525
"692",2010-11-01,0.175,1.45,4.005,1.275,2.555,3.83
"693",2010-12-01,0.1775,1.898,4.295,1.7205,2.397,4.1175
"694",2011-01-01,0.185,1.948,4.4,1.763,2.452,4.215
"695",2011-02-01,0.175,2.17,4.535,1.995,2.365,4.36
"696",2011-03-01,0.145,2.038,4.39,1.893,2.352,4.245
"697",2011-04-01,0.115,2.082,4.39,1.967,2.308,4.275
"698",2011-05-01,0.085,1.804,4.15,1.719,2.346,4.065
"699",2011-06-01,0.085,1.598,4.07,1.513,2.472,3.985
"700",2011-07-01,0.0875,1.582,4.11,1.4945,2.528,4.0225
"701",2011-08-01,0.0525,1.112,3.445,1.0595,2.333,3.3925
"702",2011-09-01,0.04,0.972,3.005,0.932,2.033,2.965
"703",2011-10-01,0.0475,1.116,3,1.0685,1.884,2.9525
"704",2011-11-01,0.045,1.002,2.87,0.957,1.868,2.825
"705",2011-12-01,0.045,0.99,2.825,0.945,1.835,2.78
"706",2012-01-01,0.06,0.958,2.865,0.898,1.907,2.805
"707",2012-02-01,0.1075,0.966,2.93,0.8585,1.964,2.8225
"708",2012-03-01,0.1175,1.12,3.11,1.0025,1.99,2.9925
"709",2012-04-01,0.1175,1.018,3,0.9005,1.982,2.8825
"710",2012-05-01,0.125,0.89,2.73,0.765,1.84,2.605
"711",2012-06-01,0.12,0.818,2.505,0.698,1.687,2.385
"712",2012-07-01,0.1275,0.742,2.405,0.6145,1.663,2.2775
"713",2012-08-01,0.1275,0.834,2.585,0.7065,1.751,2.4575
"714",2012-09-01,0.1275,0.822,2.685,0.6945,1.863,2.5575
"715",2012-10-01,0.135,0.852,2.705,0.717,1.853,2.57
"716",2012-11-01,0.1325,0.806,2.595,0.6735,1.789,2.4625
"717",2012-12-01,0.0975,0.832,2.675,0.7345,1.843,2.5775
"718",2013-01-01,0.095,0.936,2.88,0.841,1.944,2.785
"719",2013-02-01,0.115,0.97,2.975,0.855,2.005,2.86
"720",2013-03-01,0.1075,0.95,2.97,0.8425,2.02,2.8625
"721",2013-04-01,0.08,0.838,2.74,0.758,1.902,2.66
"722",2013-05-01,0.065,0.946,2.92,0.881,1.974,2.855
"723",2013-06-01,0.0775,1.224,3.235,1.1465,2.011,3.1575
"724",2013-07-01,0.0625,1.39,3.46,1.3275,2.07,3.3975
"725",2013-08-01,0.07,1.494,3.625,1.424,2.131,3.555
"726",2013-09-01,0.05,1.562,3.66,1.512,2.098,3.61
"727",2013-10-01,0.09,1.39,3.53,1.3,2.14,3.44
"728",2013-11-01,0.085,1.408,3.65,1.323,2.242,3.565
"729",2013-12-01,0.08,1.56,3.76,1.48,2.2,3.68
"730",2014-01-01,0.0625,1.594,3.645,1.5315,2.051,3.5825
"731",2014-02-01,0.075,1.48,3.52,1.405,2.04,3.445
"732",2014-03-01,0.0775,1.562,3.485,1.4845,1.923,3.4075
"733",2014-04-01,0.0525,1.596,3.395,1.5435,1.799,3.3425
"734",2014-05-01,0.0525,1.498,3.255,1.4455,1.757,3.2025
"735",2014-06-01,0.055,1.564,3.285,1.509,1.721,3.23
"736",2014-07-01,0.055,1.578,3.2,1.523,1.622,3.145
"737",2014-08-01,0.055,1.506,3.07,1.451,1.564,3.015
"738",2014-09-01,0.045,1.628,3.135,1.583,1.507,3.09
"739",2014-10-01,0.0475,1.432,2.905,1.3845,1.473,2.8575
"740",2014-11-01,0.065,1.494,2.9,1.429,1.406,2.835
"741",2014-12-01,0.095,1.506,2.69,1.411,1.184,2.595
"742",2015-01-01,0.0825,1.274,2.33,1.1915,1.056,2.2475
"743",2015-02-01,0.0825,1.37,2.455,1.2875,1.085,2.3725
"744",2015-03-01,0.1025,1.412,2.52,1.3095,1.108,2.4175
"745",2015-04-01,0.09,1.278,2.46,1.188,1.182,2.37
"746",2015-05-01,0.0875,1.452,2.825,1.3645,1.373,2.7375
"747",2015-06-01,0.1,1.58,2.98,1.48,1.4,2.88
"748",2015-07-01,0.12,1.538,2.92,1.418,1.382,2.8
"749",2015-08-01,0.1775,1.47,2.705,1.2925,1.235,2.5275
"750",2015-09-01,0.145,1.452,2.785,1.307,1.333,2.64
"751",2015-10-01,0.1,1.358,2.695,1.258,1.337,2.595
"752",2015-11-01,0.2525,1.606,2.86,1.3535,1.254,2.6075
"753",2015-12-01,0.3875,1.648,2.79,1.2605,1.142,2.4025
"754",2016-01-01,0.365,1.5,2.675,1.135,1.175,2.31
"755",2016-02-01,0.3875,1.232,2.41,0.8445,1.178,2.0225
"756",2016-03-01,0.42,1.374,2.48,0.954,1.106,2.06
