date,t1m,t3m,t6m,t1y,t2y,t3y,t5y,t7y,t10y,t20y,t30y,ms
2009-04,0.1,0.16,0.35,0.55,0.93,1.32,1.86,2.47,2.93,3.84,3.76,U
2009-05,0.14,0.18,0.3,0.5,0.93,1.39,2.13,2.81,3.29,4.22,4.23,U
2009-06,0.1,0.18,0.31,0.51,1.18,1.76,2.71,3.37,3.72,4.51,4.52,U
2009-07,0.15,0.18,0.28,0.48,1.02,1.55,2.46,3.14,3.56,4.38,4.41,U
2009-08,0.12,0.17,0.27,0.46,1.12,1.65,2.57,3.21,3.59,4.33,4.37,U
2009-09,0.06,0.12,0.21,0.4,0.96,1.48,2.37,3.02,3.4,4.14,4.19,U
2009-10,0.04,0.07,0.16,0.37,0.95,1.46,2.33,2.96,3.39,4.16,4.19,U
2009-11,0.05,0.05,0.15,0.31,0.8,1.32,2.23,2.92,3.4,4.24,4.31,U
2009-12,0.03,0.05,0.17,0.37,0.87,1.38,2.34,3.07,3.59,4.4,4.49,U
2010-01,0.02,0.06,0.15,0.35,0.93,1.49,2.48,3.21,3.73,4.5,4.6,U
2010-02,0.06,0.11,0.18,0.35,0.86,1.4,2.36,3.12,3.69,4.48,4.62,U
2010-03,0.12,0.15,0.23,0.4,0.96,1.51,2.43,3.16,3.73,4.49,4.64,U
2010-04,0.15,0.16,0.24,0.45,1.06,1.64,2.58,3.28,3.85,4.53,4.69,U
2010-05,0.15,0.16,0.22,0.37,0.83,1.32,2.18,2.86,3.42,4.11,4.29,U
2010-06,0.08,0.12,0.19,0.32,0.72,1.17,2,2.66,3.2,3.95,4.13,U
2010-07,0.16,0.16,0.2,0.29,0.62,0.98,1.76,2.43,3.01,3.8,3.99,U
2010-08,0.15,0.16,0.19,0.26,0.52,0.78,1.47,2.1,2.7,3.52,3.8,U
2010-09,0.12,0.15,0.19,0.26,0.48,0.74,1.41,2.05,2.65,3.47,3.77,U
2010-10,0.14,0.13,0.18,0.23,0.38,0.57,1.18,1.85,2.54,3.52,3.87,U
2010-11,0.13,0.14,0.18,0.25,0.45,0.67,1.35,2.02,2.76,3.82,4.19,U
2010-12,0.09,0.14,0.19,0.29,0.62,0.99,1.93,2.66,3.29,4.17,4.42,U
2011-01,0.14,0.15,0.18,0.27,0.61,1.03,1.99,2.72,3.39,4.28,4.52,U
2011-02,0.11,0.13,0.17,0.29,0.77,1.28,2.26,2.96,3.58,4.42,4.65,U
2011-03,0.06,0.1,0.16,0.26,0.7,1.17,2.11,2.8,3.41,4.27,4.51,U
2011-04,0.03,0.06,0.12,0.25,0.73,1.21,2.17,2.84,3.46,4.28,4.5,U
2011-05,0.02,0.04,0.09,0.19,0.56,0.94,1.84,2.51,3.17,4.01,4.29,U
2011-06,0.02,0.04,0.1,0.18,0.41,0.71,1.58,2.29,3,3.91,4.23,U
2011-07,0.04,0.04,0.08,0.19,0.41,0.68,1.54,2.28,3,3.95,4.27,U
2011-08,0.02,0.02,0.06,0.11,0.23,0.38,1.02,1.63,2.3,3.24,3.65,U
2011-09,0.01,0.01,0.04,0.1,0.21,0.35,0.9,1.42,1.98,2.83,3.18,U
2011-10,0.01,0.02,0.05,0.11,0.28,0.47,1.06,1.62,2.15,2.87,3.13,U
2011-11,0.01,0.01,0.05,0.11,0.25,0.39,0.91,1.45,2.01,2.72,3.02,U
2011-12,0,0.01,0.05,0.12,0.26,0.39,0.89,1.43,1.98,2.67,2.98,U
2012-01,0.02,0.03,0.07,0.12,0.24,0.36,0.84,1.38,1.97,2.7,3.03,U
2012-02,0.06,0.09,0.12,0.16,0.28,0.38,0.83,1.37,1.97,2.75,3.11,U
2012-03,0.06,0.08,0.14,0.19,0.34,0.51,1.02,1.56,2.17,2.94,3.28,U
2012-04,0.07,0.08,0.14,0.18,0.29,0.43,0.89,1.43,2.05,2.82,3.18,U
2012-05,0.07,0.09,0.15,0.19,0.29,0.39,0.76,1.21,1.8,2.53,2.93,U
2012-06,0.05,0.09,0.15,0.19,0.29,0.39,0.71,1.08,1.62,2.31,2.7,U
2012-07,0.07,0.1,0.15,0.19,0.25,0.33,0.62,0.98,1.53,2.22,2.59,U
2012-08,0.09,0.1,0.14,0.18,0.27,0.37,0.71,1.14,1.68,2.4,2.77,U
2012-09,0.08,0.11,0.14,0.18,0.26,0.34,0.67,1.12,1.72,2.49,2.88,U
2012-10,0.11,0.1,0.15,0.18,0.28,0.37,0.71,1.15,1.75,2.51,2.9,U
2012-11,0.12,0.09,0.14,0.18,0.27,0.36,0.67,1.08,1.65,2.39,2.8,U
2012-12,0.04,0.07,0.12,0.16,0.26,0.35,0.7,1.13,1.72,2.47,2.88,U
2013-01,0.05,0.07,0.11,0.15,0.27,0.39,0.81,1.3,1.91,2.68,3.08,U
2013-02,0.08,0.1,0.12,0.16,0.27,0.4,0.85,1.35,1.98,2.78,3.17,U
2013-03,0.08,0.09,0.11,0.15,0.26,0.39,0.82,1.32,1.96,2.78,3.16,U
2013-04,0.05,0.06,0.09,0.12,0.23,0.34,0.71,1.15,1.76,2.55,2.93,U
2013-05,0.02,0.04,0.08,0.12,0.25,0.4,0.84,1.31,1.93,2.73,3.11,U
2013-06,0.03,0.05,0.09,0.14,0.33,0.58,1.2,1.71,2.3,3.07,3.4,U
2013-07,0.02,0.04,0.07,0.12,0.34,0.64,1.4,1.99,2.58,3.31,3.61,U
2013-08,0.04,0.04,0.07,0.13,0.36,0.7,1.52,2.15,2.74,3.49,3.76,U
2013-09,0.02,0.02,0.04,0.12,0.4,0.78,1.6,2.22,2.81,3.53,3.79,U
2013-10,0.11,0.05,0.08,0.12,0.34,0.63,1.37,1.99,2.62,3.38,3.68,U
2013-11,0.05,0.07,0.1,0.12,0.3,0.58,1.37,2.07,2.72,3.5,3.8,U
2013-12,0.02,0.07,0.1,0.13,0.34,0.69,1.58,2.29,2.9,3.63,3.89,U
2014-01,0.02,0.04,0.07,0.12,0.39,0.78,1.65,2.29,2.86,3.52,3.77,U
2014-02,0.05,0.05,0.08,0.12,0.33,0.69,1.52,2.15,2.71,3.38,3.66,U
2014-03,0.05,0.05,0.08,0.13,0.4,0.82,1.64,2.23,2.72,3.35,3.62,U
2014-04,0.02,0.03,0.05,0.11,0.42,0.88,1.7,2.27,2.71,3.27,3.52,U
2014-05,0.03,0.03,0.05,0.1,0.39,0.83,1.59,2.12,2.56,3.12,3.39,U
2014-06,0.02,0.04,0.06,0.1,0.45,0.9,1.68,2.19,2.6,3.15,3.42,U
2014-07,0.02,0.03,0.06,0.11,0.51,0.97,1.7,2.17,2.54,3.07,3.33,U
2014-08,0.03,0.03,0.05,0.11,0.47,0.93,1.63,2.08,2.42,2.94,3.2,U
2014-09,0.01,0.02,0.04,0.11,0.57,1.05,1.77,2.22,2.53,3.01,3.26,U
2014-10,0.02,0.02,0.05,0.1,0.45,0.88,1.55,1.98,2.3,2.77,3.04,U
2014-11,0.04,0.02,0.07,0.13,0.53,0.96,1.62,2.03,2.33,2.76,3.04,U
2014-12,0.03,0.03,0.11,0.21,0.64,1.06,1.64,1.98,2.21,2.55,2.83,U
2015-01,0.02,0.03,0.08,0.2,0.55,0.9,1.37,1.67,1.88,2.2,2.46,U
2015-02,0.02,0.02,0.07,0.22,0.62,0.99,1.47,1.79,1.98,2.34,2.57,U
2015-03,0.02,0.03,0.11,0.25,0.64,1.02,1.52,1.84,2.04,2.41,2.63,U
2015-04,0.02,0.02,0.09,0.23,0.54,0.87,1.35,1.69,1.94,2.33,2.59,U
2015-05,0.01,0.02,0.08,0.24,0.61,0.98,1.54,1.93,2.2,2.69,2.96,U
2015-06,0.01,0.02,0.09,0.28,0.69,1.07,1.68,2.1,2.36,2.85,3.11,U
2015-07,0.03,0.03,0.12,0.3,0.67,1.03,1.63,2.04,2.32,2.77,3.07,U
2015-08,0.04,0.07,0.22,0.38,0.7,1.03,1.54,1.91,2.17,2.55,2.86,U
2015-09,0.01,0.02,0.18,0.37,0.71,1.01,1.49,1.88,2.17,2.62,2.95,U
2015-10,0.01,0.02,0.11,0.26,0.64,0.93,1.39,1.76,2.07,2.5,2.89,U
2015-11,0.07,0.13,0.33,0.48,0.88,1.2,1.67,2.02,2.26,2.69,3.03,U
2015-12,0.17,0.23,0.5,0.65,0.98,1.28,1.7,2.04,2.24,2.61,2.97,U
2016-01,0.23,0.26,0.43,0.54,0.9,1.14,1.52,1.85,2.09,2.49,2.86,U
2016-02,0.26,0.31,0.45,0.53,0.73,0.9,1.22,1.53,1.78,2.2,2.62,U
2016-03,0.25,0.3,0.47,0.66,0.88,1.04,1.38,1.68,1.89,2.28,2.68,U
