"","date","t1m","t3m","t6m","t1y","t2y","t3y","t5y","t7y","t10y","t20y","t30y","ys","ym","yl","sls","sms","slm","curv","rec","ms","ns"
"518","1988-02",NA,5.84,6.21,6.64,7.18,7.38,7.71,8.02,8.21,NA,8.43,6.23,7.5725,8.32,2.09,1.3425,0.7475,0.594999999999999,0,"U","1"
"519","1988-03",NA,5.87,6.18,6.71,7.27,7.5,7.83,8.19,8.37,NA,8.63,6.25333333333333,7.6975,8.5,2.24666666666667,1.44416666666667,0.8025,0.641666666666666,0,"U","1"
"520","1988-04",NA,6.08,6.5,7.01,7.59,7.83,8.19,8.52,8.72,NA,8.95,6.53,8.0325,8.835,2.305,1.5025,0.802500000000002,0.699999999999996,0,"U","1"
"521","1988-05",NA,6.45,6.89,7.4,8,8.24,8.58,8.89,9.09,NA,9.23,6.91333333333333,8.4275,9.16,2.24666666666667,1.51416666666667,0.7325,0.781666666666666,0,"U","1"
"522","1988-06",NA,6.66,7.04,7.49,8.03,8.22,8.49,8.78,8.92,NA,9,7.06333333333333,8.38,8.96,1.89666666666667,1.31666666666667,0.58,0.736666666666668,0,"U","1"
"523","1988-07",NA,6.95,7.35,7.75,8.28,8.44,8.66,8.91,9.06,NA,9.14,7.35,8.5725,9.1,1.75,1.2225,0.527500000000002,0.695,0,"U","1"
"524","1988-08",NA,7.3,7.79,8.17,8.63,8.77,8.94,9.13,9.26,NA,9.32,7.75333333333333,8.8675,9.29,1.53666666666667,1.11416666666667,0.422499999999999,0.691666666666666,0,"U","1"
"525","1988-09",NA,7.48,7.82,8.09,8.46,8.57,8.69,8.87,8.98,NA,9.06,7.79666666666667,8.6475,9.02,1.22333333333333,0.850833333333332,0.3725,0.478333333333332,0,"U","1"
"526","1988-10",NA,7.6,7.9,8.11,8.35,8.43,8.51,8.69,8.8,NA,8.89,7.87,8.495,8.845,0.975000000000001,0.624999999999997,0.350000000000003,0.274999999999995,0,"U","1"
"527","1988-11",NA,8.03,8.3,8.48,8.67,8.72,8.79,8.89,8.96,NA,9.02,8.27,8.7675,8.99,0.720000000000001,0.4975,0.2225,0.275000000000002,0,"U","1"
"528","1988-12",NA,8.35,8.7,8.99,9.09,9.11,9.09,9.13,9.11,NA,9.01,8.68,9.105,9.06,0.379999999999999,0.425000000000001,-0.0450000000000017,0.470000000000002,0,"H","2"
"529","1989-01",NA,8.56,8.85,9.05,9.18,9.2,9.15,9.14,9.09,NA,8.93,8.82,9.1675,9.01,0.19,0.347500000000002,-0.157500000000002,0.505000000000003,0,"H","2"
"530","1989-02",NA,8.84,9.05,9.25,9.37,9.32,9.27,9.23,9.17,NA,9.01,9.04666666666667,9.2975,9.09,0.043333333333333,0.250833333333333,-0.2075,0.458333333333332,0,"H","2"
"531","1989-03",NA,9.14,9.39,9.57,9.68,9.61,9.51,9.43,9.36,NA,9.17,9.36666666666667,9.5575,9.265,-0.101666666666667,0.190833333333332,-0.292499999999999,0.483333333333331,0,"H","2"
"532","1989-04",NA,8.96,9.17,9.36,9.45,9.4,9.3,9.24,9.18,NA,9.03,9.16333333333333,9.3475,9.105,-0.0583333333333336,0.184166666666666,-0.2425,0.426666666666666,0,"H","2"
"533","1989-05",NA,8.74,8.91,8.98,9.02,8.98,8.91,8.88,8.86,NA,8.83,8.87666666666667,8.9475,8.845,-0.0316666666666681,0.0708333333333329,-0.102500000000001,0.173333333333336,0,"H","2"
"534","1989-06",NA,8.43,8.38,8.44,8.41,8.37,8.29,8.31,8.28,NA,8.27,8.41666666666667,8.345,8.275,-0.141666666666667,-0.0716666666666654,-0.0700000000000021,-0.0016666666666616,0,"F","5"
"535","1989-07",NA,8.15,8.01,7.89,7.82,7.83,7.83,7.94,8.02,NA,8.08,8.01666666666667,7.855,8.05,0.033333333333335,-0.161666666666665,0.195,-0.356666666666666,0,"B","4"
"536","1989-08",NA,8.17,8.17,8.18,8.14,8.13,8.09,8.11,8.11,NA,8.12,8.17333333333333,8.1175,8.115,-0.0583333333333336,-0.0558333333333323,-0.00250000000000128,-0.053333333333331,0,"F","5"
"537","1989-09",NA,8.01,8.16,8.22,8.28,8.26,8.17,8.23,8.19,NA,8.15,8.13,8.235,8.17,0.0399999999999974,0.104999999999999,-0.0650000000000013,0.170000000000002,0,"H","2"
"538","1989-10",NA,7.9,8.03,7.99,7.98,8.02,7.97,8.03,8.01,NA,8,7.97333333333333,8,8.005,0.0316666666666654,0.0266666666666664,0.00499999999999901,0.0216666666666683,0,"F","5"
"539","1989-11",NA,7.94,7.89,7.77,7.8,7.8,7.81,7.86,7.87,NA,7.9,7.86666666666667,7.8175,7.885,0.0183333333333335,-0.0491666666666672,0.0675000000000008,-0.116666666666667,0,"F","5"
"540","1989-12",NA,7.88,7.81,7.72,7.78,7.77,7.75,7.85,7.84,NA,7.9,7.80333333333333,7.7875,7.87,0.0666666666666682,-0.0158333333333331,0.0825000000000014,-0.0983333333333345,0,"F","5"
"541","1990-01",NA,7.9,7.96,7.92,8.09,8.13,8.12,8.2,8.21,NA,8.26,7.92666666666667,8.135,8.235,0.308333333333333,0.208333333333331,0.100000000000001,0.108333333333331,0,"U","1"
"542","1990-02",NA,8,8.12,8.11,8.37,8.39,8.42,8.48,8.47,NA,8.5,8.07666666666667,8.415,8.485,0.408333333333333,0.338333333333333,0.0700000000000003,0.268333333333331,0,"U","1"
"543","1990-03",NA,8.17,8.28,8.35,8.63,8.63,8.6,8.65,8.59,NA,8.56,8.26666666666667,8.6275,8.575,0.308333333333334,0.360833333333334,-0.0525000000000002,0.413333333333334,0,"H","2"
"544","1990-04",NA,8.04,8.27,8.4,8.72,8.78,8.77,8.81,8.79,NA,8.76,8.23666666666667,8.77,8.775,0.538333333333332,0.533333333333333,0.00499999999999901,0.528333333333336,0,"U","1"
"545","1990-05",NA,8.01,8.19,8.32,8.64,8.69,8.74,8.78,8.76,NA,8.73,8.17333333333333,8.7125,8.745,0.571666666666667,0.539166666666668,0.0324999999999989,0.506666666666671,0,"U","1"
"546","1990-06",NA,7.99,8.05,8.1,8.35,8.4,8.43,8.52,8.48,NA,8.46,8.04666666666667,8.425,8.47,0.423333333333336,0.378333333333336,0.0449999999999999,0.333333333333336,0,"U","1"
"547","1990-07",NA,7.87,7.92,7.94,8.16,8.26,8.33,8.46,8.47,NA,8.5,7.91,8.3025,8.485,0.574999999999999,0.3925,0.182499999999999,0.210000000000001,0,"U","1"
"548","1990-08",NA,7.69,7.77,7.78,8.06,8.22,8.44,8.64,8.75,NA,8.86,7.74666666666667,8.34,8.805,1.05833333333333,0.593333333333334,0.465,0.128333333333334,1,"U","1"
"549","1990-09",NA,7.6,7.7,7.76,8.08,8.27,8.51,8.79,8.89,NA,9.03,7.68666666666667,8.4125,8.96,1.27333333333333,0.725833333333333,0.547500000000001,0.178333333333331,1,"U","1"
"550","1990-10",NA,7.4,7.53,7.55,7.88,8.07,8.33,8.59,8.72,NA,8.86,7.49333333333333,8.2175,8.79,1.29666666666667,0.724166666666668,0.572499999999998,0.151666666666671,1,"U","1"
"551","1990-11",NA,7.29,7.39,7.31,7.6,7.74,8.02,8.28,8.39,NA,8.54,7.33,7.91,8.465,1.135,0.580000000000001,0.555,0.0250000000000021,1,"U","1"
"552","1990-12",NA,6.95,7.03,7.05,7.31,7.47,7.73,8,8.08,NA,8.24,7.01,7.6275,8.16,1.15,0.617499999999999,0.532500000000001,0.0849999999999973,1,"U","1"
"553","1991-01",NA,6.41,6.58,6.64,7.13,7.38,7.7,7.97,8.09,NA,8.27,6.54333333333333,7.545,8.18,1.63666666666667,1.00166666666667,0.635,0.366666666666667,1,"U","1"
"554","1991-02",NA,6.12,6.19,6.27,6.87,7.08,7.47,7.73,7.85,NA,8.03,6.19333333333333,7.2875,7.94,1.74666666666667,1.09416666666667,0.6525,0.441666666666666,1,"U","1"
"555","1991-03",NA,6.09,6.2,6.4,7.1,7.35,7.77,8,8.11,NA,8.29,6.23,7.555,8.2,1.97,1.325,0.645,0.68,1,"U","1"
"556","1991-04",NA,5.83,5.98,6.24,6.95,7.23,7.7,7.92,8.04,NA,8.21,6.01666666666667,7.45,8.125,2.10833333333333,1.43333333333333,0.675000000000001,0.758333333333333,0,"U","1"
"557","1991-05",NA,5.63,5.87,6.13,6.78,7.12,7.7,7.94,8.07,NA,8.27,5.87666666666667,7.385,8.17,2.29333333333333,1.50833333333333,0.784999999999999,0.723333333333334,0,"U","1"
"558","1991-06",NA,5.75,6.02,6.36,6.96,7.39,7.94,8.17,8.28,NA,8.47,6.04333333333333,7.615,8.375,2.33166666666667,1.57166666666667,0.76,0.811666666666667,0,"U","1"
"559","1991-07",NA,5.75,5.97,6.31,6.92,7.38,7.91,8.15,8.27,NA,8.45,6.01,7.59,8.36,2.35,1.58,0.77,0.810000000000002,0,"U","1"
"560","1991-08",NA,5.5,5.63,5.78,6.43,6.8,7.43,7.74,7.9,NA,8.14,5.63666666666667,7.1,8.02,2.38333333333333,1.46333333333333,0.92,0.543333333333333,0,"U","1"
"561","1991-09",NA,5.37,5.48,5.57,6.18,6.5,7.14,7.48,7.65,NA,7.95,5.47333333333333,6.825,7.8,2.32666666666667,1.35166666666667,0.975000000000001,0.376666666666667,0,"U","1"
"562","1991-10",NA,5.14,5.26,5.33,5.91,6.23,6.87,7.25,7.53,NA,7.93,5.24333333333333,6.565,7.73,2.48666666666667,1.32166666666667,1.165,0.156666666666668,0,"U","1"
"563","1991-11",NA,4.69,4.8,4.89,5.56,5.9,6.62,7.06,7.42,NA,7.92,4.79333333333333,6.285,7.67,2.87666666666667,1.49166666666667,1.385,0.106666666666667,0,"U","1"
"564","1991-12",NA,4.18,4.26,4.38,5.03,5.39,6.19,6.69,7.09,NA,7.7,4.27333333333333,5.825,7.395,3.12166666666667,1.55166666666667,1.57,-0.0183333333333326,0,"U","1"
"565","1992-01",NA,3.91,4.01,4.15,4.96,5.4,6.24,6.7,7.03,NA,7.58,4.02333333333333,5.825,7.305,3.28166666666667,1.80166666666667,1.48,0.321666666666667,0,"U","1"
"566","1992-02",NA,3.95,4.08,4.29,5.21,5.72,6.58,6.96,7.34,NA,7.85,4.10666666666667,6.1175,7.595,3.48833333333333,2.01083333333333,1.4775,0.533333333333335,0,"U","1"
"567","1992-03",NA,4.14,4.33,4.63,5.69,6.18,6.95,7.26,7.54,NA,7.97,4.36666666666667,6.52,7.755,3.38833333333333,2.15333333333333,1.235,0.918333333333333,0,"U","1"
"568","1992-04",NA,3.84,4,4.3,5.34,5.93,6.78,7.15,7.48,NA,7.96,4.04666666666667,6.3,7.72,3.67333333333333,2.25333333333333,1.42,0.833333333333334,0,"U","1"
"569","1992-05",NA,3.72,3.88,4.19,5.23,5.81,6.69,7.06,7.39,NA,7.89,3.93,6.1975,7.64,3.71,2.2675,1.4425,0.825000000000001,0,"U","1"
"570","1992-06",NA,3.75,3.9,4.17,5.05,5.6,6.48,6.9,7.26,NA,7.84,3.94,6.0075,7.55,3.61,2.0675,1.5425,0.525000000000002,0,"U","1"
"571","1992-07",NA,3.28,3.38,3.6,4.36,4.91,5.84,6.36,6.84,NA,7.6,3.42,5.3675,7.22,3.8,1.9475,1.8525,0.0950000000000006,0,"U","1"
"572","1992-08",NA,3.2,3.31,3.47,4.19,4.72,5.6,6.12,6.59,NA,7.39,3.32666666666667,5.1575,6.99,3.66333333333333,1.83083333333333,1.8325,-0.00166666666666693,0,"U","1"
"573","1992-09",NA,2.97,3.04,3.18,3.89,4.42,5.38,5.96,6.42,NA,7.34,3.06333333333333,4.9125,6.88,3.81666666666667,1.84916666666667,1.9675,-0.118333333333332,0,"U","1"
"574","1992-10",NA,2.93,3.13,3.3,4.08,4.64,5.6,6.15,6.59,NA,7.53,3.12,5.1175,7.06,3.94,1.9975,1.9425,0.0549999999999997,0,"U","1"
"575","1992-11",NA,3.21,3.44,3.68,4.58,5.14,6.04,6.49,6.87,NA,7.61,3.44333333333333,5.5625,7.24,3.79666666666667,2.11916666666667,1.6775,0.441666666666666,0,"U","1"
"576","1992-12",NA,3.29,3.47,3.71,4.67,5.21,6.08,6.46,6.77,NA,7.44,3.49,5.605,7.105,3.615,2.115,1.5,0.614999999999998,0,"U","1"
"577","1993-01",NA,3.07,3.24,3.5,4.39,4.93,5.83,6.26,6.6,NA,7.34,3.27,5.3525,6.97,3.7,2.0825,1.6175,0.465,0,"U","1"
"578","1993-02",NA,2.99,3.16,3.39,4.1,4.58,5.43,5.87,6.26,NA,7.09,3.18,4.995,6.675,3.495,1.815,1.68,0.135,0,"U","1"
"579","1993-03",NA,3.01,3.15,3.33,3.95,4.4,5.19,5.66,5.98,NA,6.82,3.16333333333333,4.8,6.4,3.23666666666667,1.63666666666667,1.6,0.0366666666666671,0,"U","1"
"580","1993-04",NA,2.93,3.06,3.24,3.84,4.3,5.13,5.59,5.97,NA,6.85,3.07666666666667,4.715,6.41,3.33333333333333,1.63833333333333,1.695,-0.0566666666666666,0,"U","1"
"581","1993-05",NA,3.03,3.17,3.36,3.98,4.4,5.2,5.66,6.04,NA,6.92,3.18666666666667,4.81,6.48,3.29333333333333,1.62333333333333,1.67,-0.0466666666666651,0,"U","1"
"582","1993-06",NA,3.14,3.29,3.54,4.16,4.53,5.22,5.61,5.96,NA,6.81,3.32333333333333,4.88,6.385,3.06166666666667,1.55666666666667,1.505,0.0516666666666676,0,"U","1"
"583","1993-07",NA,3.11,3.26,3.47,4.07,4.43,5.09,5.48,5.81,NA,6.63,3.28,4.7675,6.22,2.94,1.4875,1.4525,0.0350000000000001,0,"U","1"
"584","1993-08",NA,3.09,3.24,3.44,4,4.36,5.03,5.35,5.68,NA,6.32,3.25666666666667,4.685,6,2.74333333333333,1.42833333333333,1.315,0.113333333333335,0,"U","1"
"585","1993-09",NA,3.01,3.15,3.36,3.85,4.17,4.73,5.08,5.36,NA,6,3.17333333333333,4.4575,5.68,2.50666666666667,1.28416666666667,1.2225,0.0616666666666656,0,"U","1"
"586","1993-10",NA,3.09,3.22,3.39,3.87,4.18,4.71,5.05,5.33,6.07,5.94,3.23333333333333,4.4525,5.78,2.54666666666667,1.21916666666667,1.3275,-0.108333333333333,0,"U","1"
"587","1993-11",NA,3.18,3.36,3.58,4.16,4.5,5.06,5.45,5.72,6.38,6.21,3.37333333333333,4.7925,6.10333333333333,2.73,1.41916666666667,1.31083333333333,0.108333333333333,0,"U","1"
"588","1993-12",NA,3.13,3.34,3.61,4.21,4.54,5.15,5.48,5.77,6.4,6.25,3.36,4.845,6.14,2.78,1.485,1.295,0.190000000000001,0,"U","1"
"589","1994-01",NA,3.04,3.25,3.54,4.14,4.48,5.09,5.43,5.75,6.39,6.29,3.27666666666667,4.785,6.14333333333333,2.86666666666667,1.50833333333333,1.35833333333333,0.15,0,"U","1"
"590","1994-02",NA,3.33,3.53,3.87,4.47,4.83,5.4,5.72,5.97,6.57,6.49,3.57666666666667,5.105,6.34333333333333,2.76666666666667,1.52833333333333,1.23833333333333,0.290000000000001,0,"U","1"
"591","1994-03",NA,3.59,3.92,4.32,5,5.4,5.94,6.28,6.48,7,6.91,3.94333333333333,5.655,6.79666666666667,2.85333333333333,1.71166666666667,1.14166666666667,0.57,0,"U","1"
"592","1994-04",NA,3.78,4.25,4.82,5.55,5.99,6.52,6.8,6.97,7.4,7.27,4.28333333333333,6.215,7.21333333333333,2.93,1.93166666666667,0.998333333333334,0.933333333333334,0,"U","1"
"593","1994-05",NA,4.27,4.79,5.31,5.97,6.34,6.78,7.01,7.18,7.54,7.41,4.79,6.525,7.37666666666667,2.58666666666667,1.735,0.851666666666666,0.883333333333336,0,"U","1"
"594","1994-06",NA,4.25,4.72,5.27,5.93,6.27,6.7,6.91,7.1,7.51,7.4,4.74666666666667,6.4525,7.33666666666667,2.59,1.70583333333333,0.884166666666666,0.821666666666667,0,"U","1"
"595","1994-07",NA,4.46,4.95,5.48,6.13,6.48,6.91,7.12,7.3,7.67,7.58,4.96333333333333,6.66,7.51666666666667,2.55333333333333,1.69666666666667,0.856666666666666,0.84,0,"U","1"
"596","1994-08",NA,4.61,5.08,5.56,6.18,6.5,6.88,7.06,7.24,7.62,7.49,5.08333333333333,6.655,7.45,2.36666666666667,1.57166666666667,0.795000000000001,0.776666666666666,0,"U","1"
"597","1994-09",NA,4.75,5.24,5.76,6.39,6.69,7.08,7.28,7.46,7.87,7.71,5.25,6.86,7.68,2.43,1.61,0.819999999999999,0.790000000000001,0,"U","1"
"598","1994-10",NA,5.1,5.62,6.11,6.73,7.04,7.4,7.58,7.74,8.08,7.94,5.61,7.1875,7.92,2.31,1.5775,0.732500000000001,0.844999999999999,0,"U","1"
"599","1994-11",NA,5.45,5.98,6.54,7.15,7.44,7.72,7.83,7.96,8.2,8.08,5.99,7.535,8.08,2.09,1.545,0.545,1,0,"U","1"
"600","1994-12",NA,5.76,6.5,7.14,7.59,7.71,7.78,7.8,7.81,7.99,7.87,6.46666666666667,7.72,7.89,1.42333333333333,1.25333333333333,0.169999999999999,1.08333333333334,0,"U","1"
"601","1995-01",NA,5.9,6.51,7.05,7.51,7.66,7.76,7.79,7.78,7.97,7.85,6.48666666666667,7.68,7.86666666666667,1.38,1.19333333333333,0.186666666666667,1.00666666666666,0,"U","1"
"602","1995-02",NA,5.94,6.31,6.7,7.11,7.25,7.37,7.44,7.47,7.73,7.61,6.31666666666667,7.2925,7.60333333333333,1.28666666666667,0.975833333333334,0.310833333333332,0.665000000000003,0,"U","1"
"603","1995-03",NA,5.91,6.17,6.43,6.78,6.89,7.05,7.14,7.2,7.57,7.45,6.17,6.965,7.40666666666667,1.23666666666667,0.795000000000001,0.441666666666666,0.353333333333335,0,"U","1"
"604","1995-04",NA,5.84,6.05,6.27,6.57,6.68,6.86,6.95,7.06,7.45,7.36,6.05333333333333,6.765,7.29,1.23666666666667,0.711666666666666,0.525,0.186666666666666,0,"U","1"
"605","1995-05",NA,5.85,5.93,6,6.17,6.27,6.41,6.5,6.63,7.01,6.95,5.92666666666667,6.3375,6.86333333333333,0.936666666666667,0.410833333333334,0.525833333333333,-0.114999999999998,0,"U","1"
"606","1995-06",NA,5.64,5.66,5.64,5.72,5.8,5.93,6.05,6.17,6.59,6.57,5.64666666666667,5.875,6.44333333333333,0.796666666666665,0.228333333333333,0.568333333333332,-0.34,0,"U","1"
"607","1995-07",NA,5.59,5.62,5.59,5.78,5.89,6.01,6.2,6.28,6.74,6.72,5.6,5.97,6.58,0.979999999999999,0.369999999999999,0.609999999999999,-0.24,0,"U","1"
"608","1995-08",NA,5.57,5.65,5.75,5.98,6.1,6.24,6.41,6.49,6.92,6.86,5.65666666666667,6.1825,6.75666666666667,1.1,0.525833333333334,0.574166666666667,-0.0483333333333338,0,"U","1"
"609","1995-09",NA,5.43,5.54,5.62,5.81,5.89,6,6.13,6.2,6.65,6.55,5.53,5.9575,6.46666666666667,0.936666666666667,0.427499999999999,0.509166666666668,-0.0816666666666688,0,"U","1"
"610","1995-10",NA,5.44,5.56,5.59,5.7,5.77,5.86,5.97,6.04,6.45,6.37,5.53,5.825,6.28666666666667,0.756666666666666,0.294999999999999,0.461666666666667,-0.166666666666668,0,"U","1"
"611","1995-11",NA,5.52,5.51,5.43,5.48,5.57,5.69,5.83,5.93,6.33,6.26,5.48666666666667,5.6425,6.17333333333333,0.686666666666666,0.155833333333333,0.530833333333333,-0.375,0,"U","1"
"612","1995-12",NA,5.29,5.35,5.31,5.32,5.39,5.51,5.63,5.71,6.12,6.06,5.31666666666667,5.4625,5.96333333333333,0.646666666666667,0.145833333333333,0.500833333333334,-0.355000000000002,0,"U","1"
"613","1996-01",NA,5.15,5.13,5.09,5.11,5.2,5.36,5.54,5.65,6.11,6.05,5.12333333333333,5.3025,5.93666666666667,0.813333333333333,0.179166666666666,0.634166666666667,-0.455000000000002,0,"U","1"
"614","1996-02",NA,4.96,4.97,4.94,5.03,5.14,5.38,5.64,5.81,6.3,6.24,4.95666666666667,5.2975,6.11666666666667,1.16,0.340833333333333,0.819166666666667,-0.478333333333333,0,"U","1"
"615","1996-03",NA,5.1,5.16,5.34,5.66,5.79,5.97,6.19,6.27,6.74,6.6,5.2,5.9025,6.53666666666667,1.33666666666667,0.7025,0.634166666666666,0.0683333333333334,0,"U","1"
"616","1996-04",NA,5.09,5.27,5.54,5.96,6.11,6.3,6.48,6.51,6.98,6.79,5.3,6.2125,6.76,1.46,0.912500000000001,0.5475,0.365,0,"U","1"
"617","1996-05",NA,5.15,5.33,5.64,6.1,6.27,6.48,6.66,6.74,7.11,6.93,5.37333333333333,6.3775,6.92666666666667,1.55333333333333,1.00416666666667,0.549166666666666,0.455,0,"U","1"
"618","1996-06",NA,5.23,5.46,5.81,6.3,6.49,6.69,6.83,6.91,7.22,7.06,5.5,6.5775,7.06333333333333,1.56333333333333,1.0775,0.485833333333332,0.591666666666669,0,"U","1"
"619","1996-07",NA,5.3,5.52,5.85,6.27,6.45,6.64,6.76,6.87,7.14,7.03,5.55666666666667,6.53,7.01333333333333,1.45666666666667,0.973333333333332,0.483333333333333,0.489999999999998,0,"U","1"
"620","1996-08",NA,5.19,5.34,5.67,6.03,6.21,6.39,6.52,6.64,6.97,6.84,5.4,6.2875,6.81666666666667,1.41666666666667,0.887499999999998,0.529166666666667,0.358333333333331,0,"U","1"
"621","1996-09",NA,5.24,5.45,5.83,6.23,6.41,6.6,6.73,6.83,7.17,7.03,5.50666666666667,6.4925,7.01,1.50333333333333,0.985833333333333,0.5175,0.468333333333332,0,"U","1"
"622","1996-10",NA,5.12,5.32,5.55,5.91,6.08,6.27,6.42,6.53,6.9,6.81,5.33,6.17,6.74666666666667,1.41666666666667,0.839999999999999,0.576666666666666,0.263333333333332,0,"U","1"
"623","1996-11",NA,5.17,5.27,5.42,5.7,5.82,5.97,6.1,6.2,6.58,6.48,5.28666666666667,5.8975,6.42,1.13333333333333,0.610833333333333,0.522500000000002,0.0883333333333312,0,"U","1"
"624","1996-12",NA,5.04,5.24,5.47,5.78,5.91,6.07,6.2,6.3,6.65,6.55,5.25,5.99,6.5,1.25,0.74,0.51,0.23,0,"U","1"
"625","1997-01",NA,5.17,5.31,5.61,6.01,6.16,6.33,6.47,6.58,6.91,6.83,5.36333333333333,6.2425,6.77333333333333,1.41,0.879166666666666,0.530833333333334,0.348333333333333,0,"U","1"
"626","1997-02",NA,5.14,5.27,5.53,5.9,6.03,6.2,6.32,6.42,6.77,6.69,5.31333333333333,6.1125,6.62666666666667,1.31333333333333,0.799166666666666,0.514166666666666,0.285,0,"U","1"
"627","1997-03",NA,5.28,5.48,5.8,6.22,6.38,6.54,6.65,6.69,7.05,6.93,5.52,6.4475,6.89,1.37,0.927499999999999,0.442500000000001,0.484999999999999,0,"U","1"
"628","1997-04",NA,5.3,5.6,5.99,6.45,6.61,6.76,6.86,6.89,7.2,7.09,5.63,6.67,7.06,1.43,1.04,0.39,0.65,0,"U","1"
"629","1997-05",NA,5.2,5.53,5.87,6.28,6.42,6.57,6.66,6.71,7.02,6.94,5.53333333333333,6.4825,6.89,1.35666666666667,0.949166666666666,0.407500000000001,0.541666666666664,0,"U","1"
"630","1997-06",NA,5.07,5.34,5.69,6.09,6.24,6.38,6.46,6.49,6.84,6.77,5.36666666666667,6.2925,6.7,1.33333333333333,0.925833333333333,0.4075,0.518333333333334,0,"U","1"
"631","1997-07",NA,5.19,5.33,5.54,5.89,6,6.12,6.2,6.22,6.56,6.51,5.35333333333333,6.0525,6.43,1.07666666666667,0.699166666666668,0.3775,0.321666666666669,0,"U","1"
"632","1997-08",NA,5.28,5.4,5.56,5.94,6.06,6.16,6.29,6.3,6.65,6.58,5.41333333333333,6.1125,6.51,1.09666666666667,0.699166666666667,0.397500000000001,0.301666666666666,0,"U","1"
"633","1997-09",NA,5.08,5.3,5.52,5.88,5.98,6.11,6.2,6.21,6.56,6.5,5.3,6.0425,6.42333333333333,1.12333333333333,0.7425,0.380833333333333,0.361666666666666,0,"U","1"
"634","1997-10",NA,5.11,5.3,5.46,5.77,5.84,5.93,6.05,6.03,6.38,6.33,5.29,5.8975,6.24666666666667,0.956666666666667,0.6075,0.349166666666667,0.258333333333333,0,"U","1"
"635","1997-11",NA,5.28,5.38,5.46,5.71,5.76,5.8,5.9,5.88,6.2,6.11,5.37333333333333,5.7925,6.06333333333333,0.69,0.419166666666666,0.270833333333333,0.148333333333333,0,"U","1"
"636","1997-12",NA,5.3,5.45,5.53,5.72,5.74,5.77,5.83,5.81,6.07,5.99,5.42666666666667,5.765,5.95666666666667,0.529999999999999,0.338333333333334,0.191666666666666,0.146666666666668,0,"U","1"
"637","1998-01",NA,5.18,5.23,5.24,5.36,5.38,5.42,5.53,5.54,5.88,5.81,5.21666666666667,5.4225,5.74333333333333,0.526666666666666,0.205833333333334,0.320833333333333,-0.115,0,"U","1"
"638","1998-02",NA,5.23,5.27,5.31,5.42,5.43,5.49,5.6,5.57,5.96,5.89,5.27,5.485,5.80666666666667,0.536666666666668,0.215,0.321666666666668,-0.106666666666669,0,"U","1"
"639","1998-03",NA,5.16,5.25,5.39,5.56,5.57,5.61,5.71,5.65,6.01,5.95,5.26666666666667,5.6125,5.87,0.603333333333333,0.345833333333333,0.2575,0.0883333333333329,0,"U","1"
"640","1998-04",NA,5.08,5.26,5.38,5.56,5.58,5.61,5.7,5.64,6,5.92,5.24,5.6125,5.85333333333333,0.613333333333335,0.3725,0.240833333333335,0.131666666666666,0,"U","1"
"641","1998-05",NA,5.14,5.36,5.44,5.59,5.61,5.63,5.72,5.65,6.01,5.93,5.31333333333333,5.6375,5.86333333333333,0.55,0.324166666666666,0.225833333333334,0.0983333333333327,0,"U","1"
"642","1998-06",NA,5.12,5.32,5.41,5.52,5.52,5.52,5.56,5.5,5.8,5.7,5.28333333333333,5.53,5.66666666666667,0.383333333333333,0.246666666666665,0.136666666666668,0.109999999999998,0,"U","1"
"643","1998-07",NA,5.09,5.23,5.36,5.46,5.47,5.46,5.52,5.46,5.78,5.68,5.22666666666667,5.4775,5.64,0.413333333333334,0.250833333333333,0.162500000000001,0.0883333333333329,0,"U","1"
"644","1998-08",NA,5.04,5.15,5.21,5.27,5.24,5.27,5.36,5.34,5.66,5.54,5.13333333333333,5.285,5.51333333333333,0.379999999999999,0.151666666666666,0.228333333333333,-0.0766666666666662,0,"U","1"
"645","1998-09",NA,4.74,4.81,4.71,4.67,4.62,4.62,4.76,4.81,5.38,5.2,4.75333333333333,4.6675,5.13,0.376666666666666,-0.0858333333333334,0.462499999999999,-0.548333333333332,0,"B","4"
"646","1998-10",NA,4.07,4.2,4.12,4.09,4.18,4.18,4.46,4.53,5.3,5.01,4.13,4.2275,4.94666666666667,0.816666666666666,0.0975000000000001,0.719166666666666,-0.621666666666666,0,"U","1"
"647","1998-11",NA,4.53,4.59,4.53,4.54,4.57,4.54,4.78,4.83,5.48,5.25,4.55,4.6075,5.18666666666667,0.636666666666666,0.0574999999999992,0.579166666666667,-0.521666666666668,0,"U","1"
"648","1998-12",NA,4.5,4.57,4.52,4.51,4.48,4.45,4.65,4.65,5.36,5.06,4.53,4.5225,5.02333333333333,0.493333333333333,-0.0074999999999994,0.500833333333333,-0.508333333333333,0,"B","4"
"649","1999-01",NA,4.45,4.49,4.51,4.62,4.61,4.6,4.8,4.72,5.45,5.16,4.48333333333333,4.6575,5.11,0.626666666666667,0.174166666666666,0.452500000000001,-0.278333333333334,0,"U","1"
"650","1999-02",NA,4.56,4.61,4.7,4.88,4.9,4.91,5.1,5,5.66,5.37,4.62333333333333,4.9475,5.34333333333333,0.72,0.324166666666666,0.395833333333334,-0.071666666666669,0,"U","1"
"651","1999-03",NA,4.57,4.65,4.78,5.05,5.11,5.14,5.36,5.23,5.87,5.58,4.66666666666667,5.165,5.56,0.893333333333333,0.498333333333333,0.395,0.103333333333333,0,"U","1"
