,date,U,H,F,D,B,ms,ns
661,2000-01,1,0,0,0,0,U,1
662,2000-02,0,1,0,0,0,H,2
663,2000-03,0,1,0,0,0,H,2
664,2000-04,0,1,0,0,0,H,2
665,2000-05,0,1,0,0,0,H,2
666,2000-06,0,1,0,0,0,H,2
667,2000-07,0,1,0,0,0,H,2
668,2000-08,0,0,0,1,0,D,3
669,2000-09,0,0,0,1,0,D,3
670,2000-10,0,0,0,0,1,B,4
671,2000-11,0,0,0,0,1,B,4
672,2000-12,0,0,0,0,1,B,4
673,2001-01,0,0,0,0,1,B,4
674,2001-02,0,0,0,0,1,B,4
675,2001-03,1,0,0,0,0,U,1
676,2001-04,1,0,0,0,0,U,1
677,2001-05,1,0,0,0,0,U,1
678,2001-06,1,0,0,0,0,U,1
679,2001-07,1,0,0,0,0,U,1
680,2001-08,1,0,0,0,0,U,1
681,2001-09,1,0,0,0,0,U,1
682,2001-10,1,0,0,0,0,U,1
683,2001-11,1,0,0,0,0,U,1
684,2001-12,1,0,0,0,0,U,1
685,2002-01,1,0,0,0,0,U,1
686,2002-02,1,0,0,0,0,U,1
687,2002-03,1,0,0,0,0,U,1
688,2002-04,1,0,0,0,0,U,1
689,2002-05,1,0,0,0,0,U,1
690,2002-06,1,0,0,0,0,U,1
691,2002-07,1,0,0,0,0,U,1
692,2002-08,1,0,0,0,0,U,1
693,2002-09,1,0,0,0,0,U,1
694,2002-10,1,0,0,0,0,U,1
695,2002-11,1,0,0,0,0,U,1
696,2002-12,1,0,0,0,0,U,1
697,2003-01,1,0,0,0,0,U,1
698,2003-02,1,0,0,0,0,U,1
699,2003-03,1,0,0,0,0,U,1
700,2003-04,1,0,0,0,0,U,1
701,2003-05,1,0,0,0,0,U,1
702,2003-06,1,0,0,0,0,U,1
703,2003-07,1,0,0,0,0,U,1
704,2003-08,1,0,0,0,0,U,1
705,2003-09,1,0,0,0,0,U,1
706,2003-10,1,0,0,0,0,U,1
707,2003-11,1,0,0,0,0,U,1
708,2003-12,1,0,0,0,0,U,1
709,2004-01,1,0,0,0,0,U,1
710,2004-02,1,0,0,0,0,U,1
711,2004-03,1,0,0,0,0,U,1
712,2004-04,1,0,0,0,0,U,1
713,2004-05,1,0,0,0,0,U,1
714,2004-06,1,0,0,0,0,U,1
715,2004-07,1,0,0,0,0,U,1
716,2004-08,1,0,0,0,0,U,1
717,2004-09,1,0,0,0,0,U,1
718,2004-10,1,0,0,0,0,U,1
719,2004-11,1,0,0,0,0,U,1
720,2004-12,1,0,0,0,0,U,1
721,2005-01,1,0,0,0,0,U,1
722,2005-02,1,0,0,0,0,U,1
723,2005-03,1,0,0,0,0,U,1
724,2005-04,1,0,0,0,0,U,1
725,2005-05,1,0,0,0,0,U,1
726,2005-06,1,0,0,0,0,U,1
727,2005-07,1,0,0,0,0,U,1
728,2005-08,1,0,0,0,0,U,1
729,2005-09,1,0,0,0,0,U,1
730,2005-10,1,0,0,0,0,U,1
731,2005-11,1,0,0,0,0,U,1
732,2005-12,1,0,0,0,0,U,1
733,2006-01,1,0,0,0,0,U,1
734,2006-02,0,0,1,0,0,F,5
735,2006-03,0,0,1,0,0,F,5
736,2006-04,1,0,0,0,0,U,1
737,2006-05,1,0,0,0,0,U,1
738,2006-06,0,0,1,0,0,F,5
739,2006-07,0,0,1,0,0,F,5
740,2006-08,0,0,0,0,1,B,4
741,2006-09,0,0,0,0,1,B,4
742,2006-10,0,0,0,0,1,B,4
743,2006-11,0,0,0,0,1,B,4
744,2006-12,0,0,0,0,1,B,4
745,2007-01,0,0,0,0,1,B,4
746,2007-02,0,0,0,0,1,B,4
747,2007-03,0,0,0,0,1,B,4
748,2007-04,0,0,0,0,1,B,4
749,2007-05,0,0,0,0,1,B,4
750,2007-06,1,0,0,0,0,U,1
751,2007-07,0,0,0,0,1,B,4
752,2007-08,1,0,0,0,0,U,1
753,2007-09,1,0,0,0,0,U,1
754,2007-10,1,0,0,0,0,U,1
755,2007-11,1,0,0,0,0,U,1
756,2007-12,1,0,0,0,0,U,1
757,2008-01,1,0,0,0,0,U,1
758,2008-02,1,0,0,0,0,U,1
759,2008-03,1,0,0,0,0,U,1
760,2008-04,1,0,0,0,0,U,1
761,2008-05,1,0,0,0,0,U,1
762,2008-06,1,0,0,0,0,U,1
763,2008-07,1,0,0,0,0,U,1
764,2008-08,1,0,0,0,0,U,1
765,2008-09,1,0,0,0,0,U,1
766,2008-10,1,0,0,0,0,U,1
767,2008-11,1,0,0,0,0,U,1
768,2008-12,1,0,0,0,0,U,1
769,2009-01,1,0,0,0,0,U,1
770,2009-02,1,0,0,0,0,U,1
771,2009-03,1,0,0,0,0,U,1
772,2009-04,1,0,0,0,0,U,1
773,2009-05,1,0,0,0,0,U,1
774,2009-06,1,0,0,0,0,U,1
775,2009-07,1,0,0,0,0,U,1
776,2009-08,1,0,0,0,0,U,1
777,2009-09,1,0,0,0,0,U,1
778,2009-10,1,0,0,0,0,U,1
779,2009-11,1,0,0,0,0,U,1
780,2009-12,1,0,0,0,0,U,1
781,2010-01,1,0,0,0,0,U,1
782,2010-02,1,0,0,0,0,U,1
783,2010-03,1,0,0,0,0,U,1
784,2010-04,1,0,0,0,0,U,1
785,2010-05,1,0,0,0,0,U,1
786,2010-06,1,0,0,0,0,U,1
787,2010-07,1,0,0,0,0,U,1
788,2010-08,1,0,0,0,0,U,1
789,2010-09,1,0,0,0,0,U,1
790,2010-10,1,0,0,0,0,U,1
791,2010-11,1,0,0,0,0,U,1
792,2010-12,1,0,0,0,0,U,1
793,2011-01,1,0,0,0,0,U,1
794,2011-02,1,0,0,0,0,U,1
795,2011-03,1,0,0,0,0,U,1
796,2011-04,1,0,0,0,0,U,1
797,2011-05,1,0,0,0,0,U,1
798,2011-06,1,0,0,0,0,U,1
799,2011-07,1,0,0,0,0,U,1
800,2011-08,1,0,0,0,0,U,1
801,2011-09,1,0,0,0,0,U,1
802,2011-10,1,0,0,0,0,U,1
803,2011-11,1,0,0,0,0,U,1
804,2011-12,1,0,0,0,0,U,1
805,2012-01,1,0,0,0,0,U,1
806,2012-02,1,0,0,0,0,U,1
807,2012-03,1,0,0,0,0,U,1
808,2012-04,1,0,0,0,0,U,1
809,2012-05,1,0,0,0,0,U,1
810,2012-06,1,0,0,0,0,U,1
811,2012-07,1,0,0,0,0,U,1
812,2012-08,1,0,0,0,0,U,1
813,2012-09,1,0,0,0,0,U,1
814,2012-10,1,0,0,0,0,U,1
815,2012-11,1,0,0,0,0,U,1
816,2012-12,1,0,0,0,0,U,1
817,2013-01,1,0,0,0,0,U,1
818,2013-02,1,0,0,0,0,U,1
819,2013-03,1,0,0,0,0,U,1
820,2013-04,1,0,0,0,0,U,1
821,2013-05,1,0,0,0,0,U,1
822,2013-06,1,0,0,0,0,U,1
823,2013-07,1,0,0,0,0,U,1
824,2013-08,1,0,0,0,0,U,1
825,2013-09,1,0,0,0,0,U,1
826,2013-10,1,0,0,0,0,U,1
827,2013-11,1,0,0,0,0,U,1
828,2013-12,1,0,0,0,0,U,1
829,2014-01,1,0,0,0,0,U,1
830,2014-02,1,0,0,0,0,U,1
831,2014-03,1,0,0,0,0,U,1
832,2014-04,1,0,0,0,0,U,1
833,2014-05,1,0,0,0,0,U,1
834,2014-06,1,0,0,0,0,U,1
835,2014-07,1,0,0,0,0,U,1
836,2014-08,1,0,0,0,0,U,1
837,2014-09,1,0,0,0,0,U,1
838,2014-10,1,0,0,0,0,U,1
839,2014-11,1,0,0,0,0,U,1
840,2014-12,1,0,0,0,0,U,1
841,2015-01,1,0,0,0,0,U,1
842,2015-02,1,0,0,0,0,U,1
843,2015-03,1,0,0,0,0,U,1
844,2015-04,1,0,0,0,0,U,1
845,2015-05,1,0,0,0,0,U,1
846,2015-06,1,0,0,0,0,U,1
847,2015-07,1,0,0,0,0,U,1
848,2015-08,1,0,0,0,0,U,1
849,2015-09,1,0,0,0,0,U,1
850,2015-10,1,0,0,0,0,U,1
851,2015-11,1,0,0,0,0,U,1
852,2015-12,1,0,0,0,0,U,1
853,2016-01,1,0,0,0,0,U,1
854,2016-02,1,0,0,0,0,U,1
855,2016-03,1,0,0,0,0,U,1
856,2016-04,1,0,0,0,0,U,1
857,2016-05,1,0,0,0,0,U,1
858,2016-06,1,0,0,0,0,U,1
859,2016-07,1,0,0,0,0,U,1
860,2016-08,1,0,0,0,0,U,1
861,2016-09,1,0,0,0,0,U,1
862,2016-10,1,0,0,0,0,U,1
863,2016-11,1,0,0,0,0,U,1
864,2016-12,1,0,0,0,0,U,1
865,2017-01,1,0,0,0,0,U,1
866,2017-02,1,0,0,0,0,U,1
867,2017-03,1,0,0,0,0,U,1
868,2017-04,1,0,0,0,0,U,1
869,2017-05,1,0,0,0,0,U,1
870,2017-06,1,0,0,0,0,U,1
871,2017-07,1,0,0,0,0,U,1
872,2017-08,1,0,0,0,0,U,1
873,2017-09,1,0,0,0,0,U,1
874,2017-10,1,0,0,0,0,U,1
875,2017-11,1,0,0,0,0,U,1
876,2017-12,1,0,0,0,0,U,1
877,2018-01,1,0,0,0,0,U,1
878,2018-02,1,0,0,0,0,U,1
879,2018-03,1,0,0,0,0,U,1
880,2018-04,1,0,0,0,0,U,1
881,2018-05,1,0,0,0,0,U,1
882,2018-06,1,0,0,0,0,U,1
883,2018-07,1,0,0,0,0,U,1
884,2018-08,1,0,0,0,0,U,1
885,2018-09,1,0,0,0,0,U,1
886,2018-10,1,0,0,0,0,U,1
887,2018-11,1,0,0,0,0,U,1
888,2018-12,1,0,0,0,0,U,1
889,2019-01,1,0,0,0,0,U,1
890,2019-02,1,0,0,0,0,U,1
891,2019-03,0,0,0,0,1,B,4
892,2019-04,0,0,0,0,1,B,4
893,2019-05,0,0,0,0,1,B,4
894,2019-06,0,0,0,0,1,B,4
895,2019-07,0,0,0,0,1,B,4
896,2019-08,0,0,0,0,1,B,4
897,2019-09,0,0,0,0,1,B,4
898,2019-10,0,0,0,0,1,B,4
899,2019-11,1,0,0,0,0,U,1
900,2019-12,1,0,0,0,0,U,1
901,2020-01,1,0,0,0,0,U,1
902,2020-02,0,0,0,0,1,B,4
903,2020-03,1,0,0,0,0,U,1
904,2020-04,1,0,0,0,0,U,1
905,2020-05,1,0,0,0,0,U,1
906,2020-06,1,0,0,0,0,U,1
907,2020-07,1,0,0,0,0,U,1
908,2020-08,1,0,0,0,0,U,1
909,2020-09,1,0,0,0,0,U,1
910,2020-10,1,0,0,0,0,U,1
911,2020-11,1,0,0,0,0,U,1
912,2020-12,1,0,0,0,0,U,1
