date,ts,tm,tl,tm.ts,tl.tm,tl.ts,tm..ts.tl..2,ws
3/27/98,5.26,5.62,5.955,0.36,0.335,0.695,0.0125,U
4/3/98,5.243333333,5.598,5.93,0.354666667,0.332,0.686666667,0.011333333,U
4/10/98,5.196666667,5.53,5.895,0.333333333,0.365,0.698333333,-0.015833333,U
4/17/98,5.263333333,5.598,5.935,0.334666667,0.337,0.671666667,-0.001166667,U
4/24/98,5.246666667,5.65,5.99,0.403333333,0.34,0.743333333,0.031666667,U
5/1/98,5.266666667,5.726,6.06,0.459333333,0.334,0.793333333,0.062666667,U
5/8/98,5.293333333,5.652,5.995,0.358666667,0.343,0.701666667,0.007833333,U
5/15/98,5.33,5.678,6.02,0.348,0.342,0.69,0.003,U
5/22/98,5.353333333,5.638,5.96,0.284666667,0.322,0.606666667,-0.018666667,U
5/29/98,5.29,5.582,5.88,0.292,0.298,0.59,-0.003,U
6/5/98,5.283333333,5.572,5.845,0.288666667,0.273,0.561666667,0.007833333,U
6/12/98,5.306666667,5.528,5.765,0.221333333,0.237,0.458333333,-0.007833333,U
6/19/98,5.306666667,5.504,5.72,0.197333333,0.216,0.413333333,-0.009333333,U
6/26/98,5.263333333,5.506,5.7,0.242666667,0.194,0.436666667,0.024333333,U
7/3/98,5.24,5.476,5.68,0.236,0.204,0.44,0.016,U
7/10/98,5.216666667,5.432,5.66,0.215333333,0.228,0.443333333,-0.006333333,U
7/17/98,5.246666667,5.488,5.765,0.241333333,0.277,0.518333333,-0.017833333,U
7/24/98,5.23,5.478,5.735,0.248,0.257,0.505,-0.0045,U
7/31/98,5.216666667,5.506,5.78,0.289333333,0.274,0.563333333,0.007666667,U
8/7/98,5.196666667,5.426,5.7,0.229333333,0.274,0.503333333,-0.022333333,U
8/14/98,5.136666667,5.368,5.65,0.231333333,0.282,0.513333333,-0.025333333,U
8/21/98,5.153333333,5.342,5.605,0.188666667,0.263,0.451666667,-0.037166667,U
8/28/98,5.076666667,5.12,5.495,0.043333333,0.375,0.418333333,-0.165833333,U
9/4/98,4.933333333,4.952,5.395,0.018666667,0.443,0.461666667,-0.212166667,U
9/11/98,4.84,4.78,5.335,-0.06,0.555,0.495,-0.3075,B
9/18/98,4.79,4.714,5.295,-0.076,0.581,0.505,-0.3285,B
9/25/98,4.656666667,4.56,5.24,-0.096666667,0.68,0.583333333,-0.388333333,B
10/2/98,4.426666667,4.33,5.095,-0.096666667,0.765,0.668333333,-0.430833333,B
10/9/98,4.163333333,4.258,5.02,0.094666667,0.762,0.856666667,-0.333666667,U
10/16/98,4.076666667,4.328,5.205,0.251333333,0.877,1.128333333,-0.312833333,U
10/23/98,4.02,4.294,5.25,0.274,0.956,1.23,-0.341,U
10/30/98,4.186666667,4.324,5.235,0.137333333,0.911,1.048333333,-0.386833333,U
11/6/98,4.536666667,4.586,5.415,0.049333333,0.829,0.878333333,-0.389833333,U
11/13/98,4.543333333,4.642,5.375,0.098666667,0.733,0.831666667,-0.317166667,U
11/20/98,4.516666667,4.69,5.36,0.173333333,0.67,0.843333333,-0.248333333,U
11/27/98,4.6,4.706,5.335,0.106,0.629,0.735,-0.2615,U
12/4/98,4.486666667,4.496,5.18,0.009333333,0.684,0.693333333,-0.337333333,U
12/11/98,4.496666667,4.492,5.145,-0.004666667,0.653,0.648333333,-0.328833333,B
12/18/98,4.496666667,4.472,5.165,-0.024666667,0.693,0.668333333,-0.358833333,B
12/25/98,4.61,4.686,5.315,0.076,0.629,0.705,-0.2765,U
1/1/99,4.586666667,4.65,5.27,0.063333333,0.62,0.683333333,-0.278333333,U
1/8/99,4.52,4.694,5.335,0.174,0.641,0.815,-0.2335,U
1/15/99,4.483333333,4.682,5.33,0.198666667,0.648,0.846666667,-0.224666667,U
1/22/99,4.443333333,4.67,5.29,0.226666667,0.62,0.846666667,-0.196666667,U
1/29/99,4.48,4.628,5.255,0.148,0.627,0.775,-0.2395,U
2/5/99,4.563333333,4.802,5.395,0.238666667,0.593,0.831666667,-0.177166667,U
2/12/99,4.586666667,4.894,5.485,0.307333333,0.591,0.898333333,-0.141833333,U
2/19/99,4.626666667,5.004,5.525,0.377333333,0.521,0.898333333,-0.071833333,U
2/26/99,4.713333333,5.144,5.645,0.430666667,0.501,0.931666667,-0.035166667,U
3/5/99,4.763333333,5.314,5.79,0.550666667,0.476,1.026666667,0.037333333,U
3/12/99,4.69,5.168,5.71,0.478,0.542,1.02,-0.032,U
3/19/99,4.65,5.098,5.64,0.448,0.542,0.99,-0.047,U
3/26/99,4.603333333,5.148,5.725,0.544666667,0.577,1.121666667,-0.016166667,U
4/2/99,4.566666667,5.156,5.775,0.589333333,0.619,1.208333333,-0.014833333,U
4/9/99,4.533333333,5.044,5.64,0.510666667,0.596,1.106666667,-0.042666667,U
4/16/99,4.5,5.082,5.645,0.582,0.563,1.145,0.0095,U
4/23/99,4.546666667,5.13,5.695,0.583333333,0.565,1.148333333,0.009166667,U
4/30/99,4.616666667,5.172,5.715,0.555333333,0.543,1.098333333,0.006166667,U
5/7/99,4.693333333,5.324,5.875,0.630666667,0.551,1.181666667,0.039833333,U
5/14/99,4.7,5.396,5.96,0.696,0.564,1.26,0.066,U
5/21/99,4.773333333,5.526,5.985,0.752666667,0.459,1.211666667,0.146833333,U
5/28/99,4.796666667,5.516,5.955,0.719333333,0.439,1.158333333,0.140166667,U
6/4/99,4.906666667,5.74,6.11,0.833333333,0.37,1.203333333,0.231666667,U
6/11/99,4.93,5.812,6.19,0.882,0.378,1.26,0.252,U
6/18/99,4.916666667,5.804,6.21,0.887333333,0.406,1.293333333,0.240666667,U
6/25/99,4.983333333,5.89,6.28,0.906666667,0.39,1.296666667,0.258333333,U
7/2/99,4.98,5.786,6.185,0.806,0.399,1.205,0.2035,U
7/9/99,4.836666667,5.79,6.185,0.953333333,0.395,1.348333333,0.279166667,U
7/16/99,4.806666667,5.658,6.055,0.851333333,0.397,1.248333333,0.227166667,U
7/23/99,4.76,5.648,6.085,0.888,0.437,1.325,0.2255,U
7/30/99,4.856666667,5.776,6.195,0.919333333,0.419,1.338333333,0.250166667,U
8/6/99,4.973333333,5.864,6.27,0.890666667,0.406,1.296666667,0.242333333,U
8/13/99,5.07,6,6.355,0.93,0.355,1.285,0.2875,U
8/20/99,5.036666667,5.854,6.23,0.817333333,0.376,1.193333333,0.220666667,U
8/27/99,5.086666667,5.768,6.14,0.681333333,0.372,1.053333333,0.154666667,U
9/3/99,5.146666667,5.906,6.29,0.759333333,0.384,1.143333333,0.187666667,U
9/10/99,5.076666667,5.874,6.29,0.797333333,0.416,1.213333333,0.190666667,U
9/17/99,5.033333333,5.852,6.3,0.818666667,0.448,1.266666667,0.185333333,U
9/24/99,5.03,5.814,6.26,0.784,0.446,1.23,0.169,U
10/1/99,5.036666667,5.848,6.295,0.811333333,0.447,1.258333333,0.182166667,U
10/8/99,5.096666667,5.972,6.375,0.875333333,0.403,1.278333333,0.236166667,U
10/15/99,5.19,6.052,6.48,0.862,0.428,1.29,0.217,U
10/22/99,5.283333333,6.116,6.54,0.832666667,0.424,1.256666667,0.204333333,U
10/29/99,5.32,6.108,6.49,0.788,0.382,1.17,0.203,U
11/5/99,5.3,5.952,6.3,0.652,0.348,1,0.152,U
11/12/99,5.366666667,5.91,6.24,0.543333333,0.33,0.873333333,0.106666667,U
11/19/99,5.423333333,5.98,6.275,0.556666667,0.295,0.851666667,0.130833333,U
11/26/99,5.476666667,6.064,6.375,0.587333333,0.311,0.898333333,0.138166667,U
12/3/99,5.53,6.15,6.47,0.62,0.32,0.94,0.15,U
12/10/99,5.496666667,6.066,6.38,0.569333333,0.314,0.883333333,0.127666667,U
12/17/99,5.653333333,6.182,6.495,0.528666667,0.313,0.841666667,0.107833333,U
12/24/99,5.786666667,6.338,6.64,0.551333333,0.302,0.853333333,0.124666667,U
12/31/99,5.666666667,6.348,6.63,0.681333333,0.282,0.963333333,0.199666667,U
1/7/00,5.73,6.474,6.73,0.744,0.256,1,0.244,U
1/14/00,5.736666667,6.566,6.785,0.829333333,0.219,1.048333333,0.305166667,U
1/21/00,5.816666667,6.642,6.825,0.825333333,0.183,1.008333333,0.321166667,U
1/28/00,5.853333333,6.61,6.67,0.756666667,0.06,0.816666667,0.348333333,U
2/4/00,5.953333333,6.636,6.47,0.682666667,-0.166,0.516666667,0.424333333,H
2/11/00,5.96,6.72,6.45,0.76,-0.27,0.49,0.515,H
2/18/00,5.993333333,6.682,6.39,0.688666667,-0.292,0.396666667,0.490333333,H
2/25/00,6.016666667,6.542,6.285,0.525333333,-0.257,0.268333333,0.391166667,H
3/3/00,5.993333333,6.534,6.3,0.540666667,-0.234,0.306666667,0.387333333,H
3/10/00,6.033333333,6.536,6.325,0.502666667,-0.211,0.291666667,0.356833333,H
3/17/00,6.063333333,6.46,6.24,0.396666667,-0.22,0.176666667,0.308333333,H
3/24/00,6.1,6.408,6.135,0.308,-0.273,0.035,0.2905,H
3/31/00,6.113333333,6.41,6.12,0.296666667,-0.29,0.006666667,0.293333333,H
4/7/00,6.053333333,6.202,5.955,0.148666667,-0.247,-0.098333333,0.197833333,H
4/14/00,6.016666667,6.182,5.955,0.165333333,-0.227,-0.061666667,0.196166667,H
4/21/00,5.973333333,6.236,6.05,0.262666667,-0.186,0.076666667,0.224333333,H
4/28/00,6.006666667,6.4,6.115,0.393333333,-0.285,0.108333333,0.339166667,H
5/5/00,6.14,6.638,6.29,0.498,-0.348,0.15,0.423,H
5/12/00,6.326666667,6.734,6.405,0.407333333,-0.329,0.078333333,0.368166667,H
5/19/00,6.306666667,6.742,6.39,0.435333333,-0.352,0.083333333,0.393666667,H
5/26/00,6.2,6.644,6.34,0.444,-0.304,0.14,0.374,H
6/2/00,6.136666667,6.496,6.195,0.359333333,-0.301,0.058333333,0.330166667,H
6/9/00,6.156666667,6.368,6.085,0.211333333,-0.283,-0.071666667,0.247166667,H
6/16/00,6.076666667,6.294,6.08,0.217333333,-0.214,0.003333333,0.215666667,H
6/23/00,6.056666667,6.32,6.125,0.263333333,-0.195,0.068333333,0.229166667,H
6/30/00,6.066666667,6.288,6.12,0.221333333,-0.168,0.053333333,0.194666667,H
7/7/00,6.1,6.18,6.055,0.08,-0.125,-0.045,0.1025,H
7/14/00,6.163333333,6.218,6.045,0.054666667,-0.173,-0.118333333,0.113833333,H
7/21/00,6.19,6.272,6.05,0.082,-0.222,-0.14,0.152,H
7/28/00,6.183333333,6.19,5.965,0.006666667,-0.225,-0.218333333,0.115833333,H
8/4/00,6.233333333,6.118,5.915,-0.115333333,-0.203,-0.318333333,0.043833333,D
8/11/00,6.256666667,6.054,5.875,-0.202666667,-0.179,-0.381666667,-0.011833333,D
8/18/00,6.276666667,6.1,5.865,-0.176666667,-0.235,-0.411666667,0.029166667,D
8/25/00,6.286666667,6.04,5.835,-0.246666667,-0.205,-0.451666667,-0.020833333,D
9/1/00,6.303333333,6.024,5.855,-0.279333333,-0.169,-0.448333333,-0.055166667,D
9/8/00,6.233333333,5.956,5.845,-0.277333333,-0.111,-0.388333333,-0.083166667,D
9/15/00,6.153333333,5.97,5.925,-0.183333333,-0.045,-0.228333333,-0.069166667,D
9/22/00,6.16,5.992,6.065,-0.168,0.073,-0.095,-0.1205,B
9/29/00,6.186666667,5.938,6.015,-0.248666667,0.077,-0.171666667,-0.162833333,B
10/6/00,6.213333333,5.936,6.045,-0.277333333,0.109,-0.168333333,-0.193166667,B
10/13/00,6.156666667,5.832,5.94,-0.324666667,0.108,-0.216666667,-0.216333333,B
10/20/00,6.173333333,5.754,5.885,-0.419333333,0.131,-0.288333333,-0.275166667,B
10/27/00,6.24,5.764,5.83,-0.476,0.066,-0.41,-0.271,B
11/3/00,6.286666667,5.842,5.91,-0.444666667,0.068,-0.376666667,-0.256333333,B
11/10/00,6.306666667,5.894,5.985,-0.412666667,0.091,-0.321666667,-0.251833333,B
11/17/00,6.27,5.78,5.89,-0.49,0.11,-0.38,-0.3,B
11/24/00,6.263333333,5.72,5.81,-0.543333333,0.09,-0.453333333,-0.316666667,B
12/1/00,6.17,5.6,5.75,-0.57,0.15,-0.42,-0.36,B
12/8/00,5.983333333,5.406,5.65,-0.577333333,0.244,-0.333333333,-0.410666667,B
12/15/00,5.94,5.338,5.57,-0.602,0.232,-0.37,-0.417,B
12/22/00,5.626666667,5.122,5.495,-0.504666667,0.373,-0.131666667,-0.438833333,B
12/29/00,5.636666667,5.084,5.51,-0.552666667,0.426,-0.126666667,-0.489333333,B
1/5/01,5.233333333,4.88,5.48,-0.353333333,0.6,0.246666667,-0.476666667,B
1/12/01,5.066666667,4.882,5.555,-0.184666667,0.673,0.488333333,-0.428833333,B
1/19/01,5.12,4.958,5.595,-0.162,0.637,0.475,-0.3995,B
1/26/01,5.063333333,5.012,5.695,-0.051333333,0.683,0.631666667,-0.367166667,B
2/2/01,4.87,4.91,5.605,0.04,0.695,0.735,-0.3275,U
2/9/01,4.913333333,4.914,5.53,0.000666667,0.616,0.616666667,-0.307666667,U
2/16/01,4.946666667,4.958,5.55,0.011333333,0.592,0.603333333,-0.290333333,U
2/23/01,4.85,4.912,5.59,0.062,0.678,0.74,-0.308,U
3/2/01,4.66,4.72,5.445,0.06,0.725,0.785,-0.3325,U
3/9/01,4.62,4.73,5.43,0.11,0.7,0.81,-0.295,U
3/16/01,4.46,4.63,5.375,0.17,0.745,0.915,-0.2875,U
3/23/01,4.29,4.524,5.35,0.234,0.826,1.06,-0.296,U
3/30/01,4.233333333,4.64,5.515,0.406666667,0.875,1.281666667,-0.234166667,U
4/6/01,4.056666667,4.574,5.555,0.517333333,0.981,1.498333333,-0.231833333,U
4/13/01,4.033333333,4.686,5.655,0.652666667,0.969,1.621666667,-0.158166667,U
4/20/01,4.006666667,4.82,5.785,0.813333333,0.965,1.778333333,-0.075833333,U
4/27/01,3.82,4.762,5.82,0.942,1.058,2,-0.058,U
5/4/01,3.89,4.81,5.77,0.92,0.96,1.88,-0.02,U
5/11/01,3.74,4.746,5.795,1.006,1.049,2.055,-0.0215,U
5/18/01,3.696666667,4.914,5.905,1.217333333,0.991,2.208333333,0.113166667,U
5/25/01,3.723333333,4.942,5.895,1.218666667,0.953,2.171666667,0.132833333,U
6/1/01,3.666666667,4.928,5.89,1.261333333,0.962,2.223333333,0.149666667,U
6/8/01,3.63,4.794,5.78,1.164,0.986,2.15,0.089,U
6/15/01,3.58,4.726,5.745,1.146,1.019,2.165,0.0635,U
6/22/01,3.476666667,4.636,5.725,1.159333333,1.089,2.248333333,0.035166667,U
6/29/01,3.566666667,4.746,5.735,1.179333333,0.989,2.168333333,0.095166667,U
7/6/01,3.653333333,4.85,5.825,1.196666667,0.975,2.171666667,0.110833333,U
7/13/01,3.606666667,4.748,5.75,1.141333333,1.002,2.143333333,0.069666667,U
7/20/01,3.576666667,4.642,5.62,1.065333333,0.978,2.043333333,0.043666667,U
7/27/01,3.556666667,4.602,5.61,1.045333333,1.008,2.053333333,0.018666667,U
8/3/01,3.555,4.542,5.6,0.987,1.058,2.045,-0.0355,U
8/10/01,3.5025,4.516,5.6,1.0135,1.084,2.0975,-0.03525,U
8/17/01,3.4325,4.424,5.535,0.9915,1.111,2.1025,-0.05975,U
8/24/01,3.425,4.394,5.485,0.969,1.091,2.06,-0.061,U
8/31/01,3.41,4.332,5.44,0.922,1.108,2.03,-0.093,U
9/7/01,3.395,4.382,5.49,0.987,1.108,2.095,-0.0605,U
9/14/01,2.9,3.968,5.41,1.068,1.442,2.51,-0.187,U
9/21/01,2.3975,3.854,5.565,1.4565,1.711,3.1675,-0.12725,U
9/28/01,2.4125,3.816,5.52,1.4035,1.704,3.1075,-0.15025,U
10/5/01,2.2825,3.722,5.34,1.4395,1.618,3.0575,-0.08925,U
10/12/01,2.2875,3.81,5.415,1.5225,1.605,3.1275,-0.04125,U
10/19/01,2.2725,3.768,5.36,1.4955,1.592,3.0875,-0.04825,U
10/26/01,2.225,3.748,5.325,1.523,1.577,3.1,-0.027,U
11/2/01,2.0775,3.522,5.075,1.4445,1.553,2.9975,-0.05425,U
11/9/01,1.9125,3.426,4.94,1.5135,1.514,3.0275,-0.00025,U
11/16/01,2.0225,3.834,5.215,1.8115,1.381,3.1925,0.21525,U
11/23/01,2.08,4.09,5.43,2.01,1.34,3.35,0.335,U
11/30/01,1.99,4.08,5.465,2.09,1.385,3.475,0.3525,U
12/7/01,1.8925,4.076,5.505,2.1835,1.429,3.6125,0.37725,U
12/14/01,1.8275,4.228,5.685,2.4005,1.457,3.8575,0.47175,U
12/21/01,1.86,4.266,5.64,2.406,1.374,3.78,0.516,U
12/28/01,1.895,4.312,5.66,2.417,1.348,3.765,0.5345,U
1/4/02,1.88,4.282,5.685,2.402,1.403,3.805,0.4995,U
1/11/02,1.8,4.124,5.585,2.324,1.461,3.785,0.4315,U
1/18/02,1.73,4.002,5.485,2.272,1.483,3.755,0.3945,U
1/25/02,1.845,4.184,5.575,2.339,1.391,3.73,0.474,U
2/1/02,1.8925,4.202,5.54,2.3095,1.338,3.6475,0.48575,U
2/8/02,1.8725,4.084,5.49,2.2115,1.406,3.6175,0.40275,U
2/15/02,1.8975,4.118,5.535,2.2205,1.417,3.6375,0.40175,U
2/22/02,1.905,4.068,5.59,2.163,1.522,3.685,0.3205,U
3/1/02,1.9275,4.124,5.61,2.1965,1.486,3.6825,0.35525,U
3/8/02,1.985,4.376,5.8,2.391,1.424,3.815,0.4835,U
3/15/02,2.0725,4.606,5.98,2.5335,1.374,3.9075,0.57975,U
3/22/02,2.105,4.692,6,2.587,1.308,3.895,0.6395,U
3/29/02,2.1075,4.708,6,2.6005,1.292,3.8925,0.65425,U
4/5/02,2.0725,4.61,5.93,2.5375,1.32,3.8575,0.60875,U
4/12/02,1.9925,4.486,5.85,2.4935,1.364,3.8575,0.56475,U
4/19/02,1.945,4.442,5.85,2.497,1.408,3.905,0.5445,U
4/26/02,1.92,4.358,5.79,2.438,1.432,3.87,0.503,U
5/3/02,1.94,4.31,5.73,2.37,1.42,3.79,0.475,U
5/10/02,1.93,4.31,5.77,2.38,1.46,3.84,0.46,U
5/17/02,1.965,4.414,5.91,2.449,1.496,3.945,0.4765,U
5/24/02,1.9425,4.326,5.84,2.3835,1.514,3.8975,0.43475,U
5/31/02,1.9375,4.256,5.78,2.3185,1.524,3.8425,0.39725,U
6/7/02,1.9275,4.194,5.77,2.2665,1.576,3.8425,0.34525,U
6/14/02,1.89,4.084,5.67,2.194,1.586,3.78,0.304,U
6/21/02,1.84,3.942,5.57,2.102,1.628,3.73,0.237,U
6/28/02,1.8225,3.932,5.61,2.1095,1.678,3.7875,0.21575,U
7/5/02,1.8125,3.91,5.61,2.0975,1.7,3.7975,0.19875,U
7/12/02,1.7975,3.766,5.52,1.9685,1.754,3.7225,0.10725,U
7/19/02,1.7875,3.696,5.52,1.9085,1.824,3.7325,0.04225,U
7/26/02,1.7475,3.436,5.4,1.6885,1.964,3.6525,-0.13775,U
8/2/02,1.7275,3.412,5.44,1.6845,2.028,3.7125,-0.17175,U
8/9/02,1.6375,3.208,5.3,1.5705,2.092,3.6625,-0.26075,U
8/16/02,1.6725,3.18,5.13,1.5075,1.95,3.4575,-0.22125,U
8/23/02,1.695,3.24,5.17,1.545,1.93,3.475,-0.1925,U
8/30/02,1.715,3.218,5.12,1.503,1.902,3.405,-0.1995,U
9/6/02,1.66,2.998,4.93,1.338,1.932,3.27,-0.297,U
9/13/02,1.7125,3.056,4.95,1.3435,1.894,3.2375,-0.27525,U
9/20/02,1.6875,2.914,4.83,1.2265,1.916,3.1425,-0.34475,U
9/27/02,1.65,2.804,4.79,1.154,1.986,3.14,-0.416,U
10/4/02,1.565,2.71,4.78,1.145,2.07,3.215,-0.4625,U
10/11/02,1.585,2.714,4.78,1.129,2.066,3.195,-0.4685,U
10/18/02,1.695,3.096,5.14,1.401,2.044,3.445,-0.3215,U
10/25/02,1.7025,3.172,5.22,1.4695,2.048,3.5175,-0.28925,U
11/1/02,1.5,2.87,5.07,1.37,2.2,3.57,-0.415,U
11/8/02,1.3475,2.91,5.03,1.5625,2.12,3.6825,-0.27875,U
11/15/02,1.2925,2.886,4.94,1.5935,2.054,3.6475,-0.23025,U
11/22/02,1.3075,3.06,5.04,1.7525,1.98,3.7325,-0.11375,U
11/29/02,1.335,3.172,5.14,1.837,1.968,3.805,-0.0655,U
12/6/02,1.32,3.14,5.13,1.82,1.99,3.81,-0.085,U
12/13/02,1.2925,2.978,5.01,1.6855,2.032,3.7175,-0.17325,U
12/20/02,1.2775,2.952,5.04,1.6745,2.088,3.7625,-0.20675,U
12/27/02,1.245,2.814,4.91,1.569,2.096,3.665,-0.2635,U
1/3/03,1.255,2.824,4.93,1.569,2.106,3.675,-0.2685,U
1/10/03,1.2575,2.984,5.08,1.7265,2.096,3.8225,-0.18475,U
1/17/03,1.2425,2.966,5.07,1.7235,2.104,3.8275,-0.19025,U
1/24/03,1.2125,2.842,4.96,1.6295,2.118,3.7475,-0.24425,U
1/31/03,1.215,2.892,4.96,1.677,2.068,3.745,-0.1955,U
2/7/03,1.2125,2.876,4.92,1.6635,2.044,3.7075,-0.19025,U
2/14/03,1.2125,2.816,4.91,1.6035,2.094,3.6975,-0.24525,U
2/21/03,1.22,2.768,4.88,1.548,2.112,3.66,-0.282,U
2/28/03,1.2275,2.676,4.78,1.4485,2.104,3.5525,-0.32775,U
3/7/03,1.1925,2.548,4.68,1.3555,2.132,3.4875,-0.38825,U
3/14/03,1.1275,2.554,4.68,1.4265,2.126,3.5525,-0.34975,U
3/21/03,1.21,2.864,4.94,1.654,2.076,3.73,-0.211,U
3/28/03,1.2,2.826,4.96,1.626,2.134,3.76,-0.254,U
4/4/03,1.1475,2.734,4.91,1.5865,2.176,3.7625,-0.29475,U
4/11/03,1.185,2.806,4.95,1.621,2.144,3.765,-0.2615,U
4/18/03,1.22,2.864,4.94,1.644,2.076,3.72,-0.216,U
4/25/03,1.2025,2.84,4.89,1.6375,2.05,3.6875,-0.20625,U
5/2/03,1.1625,2.754,4.82,1.5915,2.066,3.6575,-0.23725,U
5/9/03,1.14,2.612,4.7,1.472,2.088,3.56,-0.308,U
5/16/03,1.0925,2.47,4.51,1.3775,2.04,3.4175,-0.33125,U
5/23/03,1.0875,2.328,4.34,1.2405,2.012,3.2525,-0.38575,U
5/30/03,1.1275,2.308,4.38,1.1805,2.072,3.2525,-0.44575,U
6/6/03,1.0875,2.252,4.37,1.1645,2.118,3.2825,-0.47675,U
6/13/03,0.9725,2.112,4.21,1.1395,2.098,3.2375,-0.47925,U
6/20/03,0.89,2.232,4.31,1.342,2.078,3.42,-0.368,U
6/27/03,0.915,2.316,4.43,1.401,2.114,3.515,-0.3565,U
7/4/03,0.9425,2.424,4.56,1.4815,2.136,3.6175,-0.32725,U
7/11/03,0.96,2.52,4.68,1.56,2.16,3.72,-0.3,U
7/18/03,0.9575,2.7,4.88,1.7425,2.18,3.9225,-0.21875,U
7/25/03,0.985,2.908,5.09,1.923,2.182,4.105,-0.1295,U
8/1/03,1.0375,3.12,5.34,2.0825,2.22,4.3025,-0.06875,U
8/8/03,1.045,3.102,5.34,2.057,2.238,4.295,-0.0905,U
8/15/03,1.06,3.208,5.45,2.148,2.242,4.39,-0.047,U
8/22/03,1.0775,3.242,5.39,2.1645,2.148,4.3125,0.00825,U
8/29/03,1.1,3.31,5.38,2.21,2.07,4.28,0.07,U
9/5/03,1.08,3.302,5.42,2.222,2.118,4.34,0.052,U
9/12/03,1.0375,3.06,5.27,2.0225,2.21,4.2325,-0.09375,U
9/19/03,1.02,2.964,5.18,1.944,2.216,4.16,-0.136,U
9/26/03,1.0175,2.934,5.09,1.9165,2.156,4.0725,-0.11975,U
10/3/03,1,2.81,5,1.81,2.19,4,-0.19,U
10/10/03,1,2.984,5.21,1.984,2.226,4.21,-0.121,U
10/17/03,1.035,3.168,5.35,2.133,2.182,4.315,-0.0245,U
10/24/03,1.05,3.112,5.23,2.062,2.118,4.18,-0.028,U
10/31/03,1.0675,3.086,5.2,2.0185,2.114,4.1325,-0.04775,U
11/7/03,1.08,3.224,5.27,2.144,2.046,4.19,0.049,U
11/14/03,1.07,3.212,5.22,2.142,2.008,4.15,0.067,U
11/21/03,1.055,3.044,5.07,1.989,2.026,4.015,-0.0185,U
11/28/03,1.075,3.15,5.13,2.075,1.98,4.055,0.0475,U
12/5/03,1.075,3.26,5.2,2.185,1.94,4.125,0.1225,U
12/12/03,1.04,3.142,5.15,2.102,2.008,4.11,0.047,U
12/19/03,1.005,3.066,5.05,2.061,1.984,4.045,0.0385,U
12/26/03,1.005,3.08,5.03,2.075,1.95,4.025,0.0625,U
1/2/04,1.025,3.134,5.13,2.109,1.996,4.105,0.0565,U
1/9/04,1.0225,3.092,5.11,2.0695,2.018,4.0875,0.02575,U
1/16/04,0.9725,2.878,4.92,1.9055,2.042,3.9475,-0.06825,U
1/23/04,0.9625,2.9,4.92,1.9375,2.02,3.9575,-0.04125,U
1/30/04,1.0075,3.028,5.02,2.0205,1.992,4.0125,0.01425,U
2/6/04,1.035,3.026,4.99,1.991,1.964,3.955,0.0135,U
2/13/04,1.0175,2.944,4.93,1.9265,1.986,3.9125,-0.02975,U
2/20/04,1.0225,2.92,4.92,1.8975,2,3.8975,-0.05125,U
2/27/04,1.04,2.884,4.9,1.844,2.016,3.86,-0.086,U
3/5/04,1.045,2.864,4.86,1.819,1.996,3.815,-0.0885,U
3/12/04,1.02,2.634,4.66,1.614,2.026,3.64,-0.206,U
3/19/04,1.0175,2.632,4.65,1.6145,2.018,3.6325,-0.20175,U
3/26/04,1.015,2.634,4.65,1.619,2.016,3.635,-0.1985,U
4/2/04,1.0375,2.812,4.82,1.7745,2.008,3.7825,-0.11675,U
4/9/04,1.0625,3.08,5.03,2.0175,1.95,3.9675,0.03375,U
4/16/04,1.09,3.242,5.18,2.152,1.938,4.09,0.107,U
4/23/04,1.1275,3.35,5.24,2.2225,1.89,4.1125,0.16625,U
4/30/04,1.1425,3.456,5.28,2.3135,1.824,4.1375,0.24475,U
5/7/04,1.19,3.588,5.39,2.398,1.802,4.2,0.298,U
5/14/04,1.2725,3.798,5.56,2.5255,1.762,4.2875,0.38175,U
5/21/04,1.2875,3.734,5.49,2.4465,1.756,4.2025,0.34525,U
5/28/04,1.305,3.69,5.41,2.385,1.72,4.105,0.3325,U
6/4/04,1.3825,3.768,5.47,2.3855,1.702,4.0875,0.34175,U
6/11/04,1.485,3.844,5.52,2.359,1.676,4.035,0.3415,U
6/18/04,1.5725,3.85,5.46,2.2775,1.61,3.8875,0.33375,U
6/25/04,1.56,3.78,5.4,2.22,1.62,3.84,0.3,U
7/2/04,1.565,3.71,5.35,2.145,1.64,3.785,0.2525,U
7/9/04,1.5325,3.554,5.24,2.0215,1.686,3.7075,0.16775,U
7/16/04,1.5625,3.55,5.22,1.9875,1.67,3.6575,0.15875,U
7/23/04,1.5975,3.584,5.2,1.9865,1.616,3.6025,0.18525,U
7/30/04,1.6725,3.69,5.3,2.0175,1.61,3.6275,0.20375,U
8/6/04,1.66,3.53,5.17,1.87,1.64,3.51,0.115,U
8/13/04,1.6375,3.41,5.06,1.7725,1.65,3.4225,0.06125,U
8/20/04,1.645,3.356,5.04,1.711,1.684,3.395,0.0135,U
8/27/04,1.6925,3.386,5.05,1.6935,1.664,3.3575,0.01475,U
9/3/04,1.73,3.336,4.98,1.606,1.644,3.25,-0.019,U
9/10/04,1.8025,3.368,4.99,1.5655,1.622,3.1875,-0.02825,U
9/17/04,1.8025,3.31,4.92,1.5075,1.61,3.1175,-0.05125,U
9/24/04,1.84,3.266,4.8,1.426,1.534,2.96,-0.054,U
10/1/04,1.865,3.332,4.84,1.467,1.508,2.975,-0.0205,U
