"","X","date","t1m","t3m","t6m","t1y","t2y","t3y","t5y","t7y","t10y","t20y","t30y","ys","ym","yl","sls","sms","slm","curv","rec","B","D","F","H","U","U1","U2","U3","U4","u","h","f","d","b","ms"
"487",487,"1993-10",NA,3.09,3.22,3.39,3.87,4.18,4.71,5.05,5.33,"6.07","5.94",3.23333333333333,4.4525,5.78,2.54666666666667,1.21916666666667,1.3275,-0.108333333333333,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"488",488,"1993-11",NA,3.18,3.36,3.58,4.16,4.5,5.06,5.45,5.72,"6.38","6.21",3.37333333333333,4.7925,6.10333333333333,2.73,1.41916666666667,1.31083333333333,0.108333333333333,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"489",489,"1993-12",NA,3.13,3.34,3.61,4.21,4.54,5.15,5.48,5.77,"6.4","6.25",3.36,4.845,6.14,2.78,1.485,1.295,0.190000000000001,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"490",490,"1994-01",NA,3.04,3.25,3.54,4.14,4.48,5.09,5.43,5.75,"6.39","6.29",3.27666666666667,4.785,6.14333333333333,2.86666666666667,1.50833333333333,1.35833333333333,0.15,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"491",491,"1994-02",NA,3.33,3.53,3.87,4.47,4.83,5.4,5.72,5.97,"6.57","6.49",3.57666666666667,5.105,6.34333333333333,2.76666666666667,1.52833333333333,1.23833333333333,0.290000000000001,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"492",492,"1994-03",NA,3.59,3.92,4.32,5,5.4,5.94,6.28,6.48,"7","6.91",3.94333333333333,5.655,6.79666666666667,2.85333333333333,1.71166666666667,1.14166666666667,0.57,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"493",493,"1994-04",NA,3.78,4.25,4.82,5.55,5.99,6.52,6.8,6.97,"7.4","7.2699999999999987",4.28333333333333,6.215,7.21333333333333,2.93,1.93166666666667,0.998333333333334,0.933333333333334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"494",494,"1994-05",NA,4.27,4.79,5.31,5.97,6.34,6.78,7.01,7.18,"7.54","7.41",4.79,6.525,7.37666666666667,2.58666666666667,1.735,0.851666666666666,0.883333333333336,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"495",495,"1994-06",NA,4.25,4.72,5.27,5.93,6.27,6.7,6.91,7.1,"7.5099999999999989","7.4",4.74666666666667,6.4525,7.33666666666667,2.59,1.70583333333333,0.884166666666666,0.821666666666667,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"496",496,"1994-07",NA,4.46,4.95,5.48,6.13,6.48,6.91,7.12,7.3,"7.67","7.58",4.96333333333333,6.66,7.51666666666667,2.55333333333333,1.69666666666667,0.856666666666666,0.84,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"497",497,"1994-08",NA,4.61,5.08,5.56,6.18,6.5,6.88,7.06,7.24,"7.62","7.49",5.08333333333333,6.655,7.45,2.36666666666667,1.57166666666667,0.795000000000001,0.776666666666666,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"498",498,"1994-09",NA,4.75,5.24,5.76,6.39,6.69,7.08,7.28,7.46,"7.87","7.71",5.25,6.86,7.68,2.43,1.61,0.819999999999999,0.790000000000001,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"499",499,"1994-10",NA,5.1,5.62,6.11,6.73,7.04,7.4,7.58,7.74,"8.08","7.94",5.61,7.1875,7.92,2.31,1.5775,0.732500000000001,0.844999999999999,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"500",500,"1994-11",NA,5.45,5.98,6.54,7.15,7.44,7.72,7.83,7.96,"8.1999999999999993","8.08",5.99,7.535,8.08,2.09,1.545,0.545,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"501",501,"1994-12",NA,5.76,6.5,7.14,7.59,7.71,7.78,7.8,7.81,"7.99","7.87",6.46666666666667,7.72,7.89,1.42333333333333,1.25333333333333,0.169999999999999,1.08333333333334,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"502",502,"1995-01",NA,5.9,6.51,7.05,7.51,7.66,7.76,7.79,7.78,"7.9699999999999989","7.8499999999999988",6.48666666666667,7.68,7.86666666666667,1.38,1.19333333333333,0.186666666666667,1.00666666666666,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"503",503,"1995-02",NA,5.94,6.31,6.7,7.11,7.25,7.37,7.44,7.47,"7.73","7.61",6.31666666666667,7.2925,7.60333333333333,1.28666666666667,0.975833333333334,0.310833333333332,0.665000000000003,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"504",504,"1995-03",NA,5.91,6.17,6.43,6.78,6.89,7.05,7.14,7.2,"7.57","7.45",6.17,6.965,7.40666666666667,1.23666666666667,0.795000000000001,0.441666666666666,0.353333333333335,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"505",505,"1995-04",NA,5.84,6.05,6.27,6.57,6.68,6.86,6.95,7.06,"7.45","7.36",6.05333333333333,6.765,7.29,1.23666666666667,0.711666666666666,0.525,0.186666666666666,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"506",506,"1995-05",NA,5.85,5.93,6,6.17,6.27,6.41,6.5,6.63,"7.01","6.95",5.92666666666667,6.3375,6.86333333333333,0.936666666666667,0.410833333333334,0.525833333333333,-0.114999999999998,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"507",507,"1995-06",NA,5.64,5.66,5.64,5.72,5.8,5.93,6.05,6.17,"6.59","6.57",5.64666666666667,5.875,6.44333333333333,0.796666666666665,0.228333333333333,0.568333333333332,-0.34,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"508",508,"1995-07",NA,5.59,5.62,5.59,5.78,5.89,6.01,6.2,6.28,"6.74","6.72",5.6,5.97,6.58,0.979999999999999,0.369999999999999,0.609999999999999,-0.24,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"509",509,"1995-08",NA,5.57,5.65,5.75,5.98,6.1,6.24,6.41,6.49,"6.92","6.86",5.65666666666667,6.1825,6.75666666666667,1.1,0.525833333333334,0.574166666666667,-0.0483333333333338,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"510",510,"1995-09",NA,5.43,5.54,5.62,5.81,5.89,6,6.13,6.2,"6.65","6.55",5.53,5.9575,6.46666666666667,0.936666666666667,0.427499999999999,0.509166666666668,-0.0816666666666688,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"511",511,"1995-10",NA,5.44,5.56,5.59,5.7,5.77,5.86,5.97,6.04,"6.45","6.37",5.53,5.825,6.28666666666667,0.756666666666666,0.294999999999999,0.461666666666667,-0.166666666666668,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"512",512,"1995-11",NA,5.52,5.51,5.43,5.48,5.57,5.69,5.83,5.93,"6.33","6.26",5.48666666666667,5.6425,6.17333333333333,0.686666666666666,0.155833333333333,0.530833333333333,-0.375,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"513",513,"1995-12",NA,5.29,5.35,5.31,5.32,5.39,5.51,5.63,5.71,"6.12","6.06",5.31666666666667,5.4625,5.96333333333333,0.646666666666667,0.145833333333333,0.500833333333334,-0.355000000000002,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"514",514,"1996-01",NA,5.15,5.13,5.09,5.11,5.2,5.36,5.54,5.65,"6.11","6.05",5.12333333333333,5.3025,5.93666666666667,0.813333333333333,0.179166666666666,0.634166666666667,-0.455000000000002,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"515",515,"1996-02",NA,4.96,4.97,4.94,5.03,5.14,5.38,5.64,5.81,"6.3","6.24",4.95666666666667,5.2975,6.11666666666667,1.16,0.340833333333333,0.819166666666667,-0.478333333333333,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"516",516,"1996-03",NA,5.1,5.16,5.34,5.66,5.79,5.97,6.19,6.27,"6.74","6.6",5.2,5.9025,6.53666666666667,1.33666666666667,0.7025,0.634166666666666,0.0683333333333334,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"517",517,"1996-04",NA,5.09,5.27,5.54,5.96,6.11,6.3,6.48,6.51,"6.98","6.79",5.3,6.2125,6.76,1.46,0.912500000000001,0.5475,0.365,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"518",518,"1996-05",NA,5.15,5.33,5.64,6.1,6.27,6.48,6.66,6.74,"7.11","6.93",5.37333333333333,6.3775,6.92666666666667,1.55333333333333,1.00416666666667,0.549166666666666,0.455,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"519",519,"1996-06",NA,5.23,5.46,5.81,6.3,6.49,6.69,6.83,6.91,"7.2199999999999989","7.06",5.5,6.5775,7.06333333333333,1.56333333333333,1.0775,0.485833333333332,0.591666666666669,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"520",520,"1996-07",NA,5.3,5.52,5.85,6.27,6.45,6.64,6.76,6.87,"7.14","7.03",5.55666666666667,6.53,7.01333333333333,1.45666666666667,0.973333333333332,0.483333333333333,0.489999999999998,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"521",521,"1996-08",NA,5.19,5.34,5.67,6.03,6.21,6.39,6.52,6.64,"6.97","6.84",5.4,6.2875,6.81666666666667,1.41666666666667,0.887499999999998,0.529166666666667,0.358333333333331,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"522",522,"1996-09",NA,5.24,5.45,5.83,6.23,6.41,6.6,6.73,6.83,"7.17","7.03",5.50666666666667,6.4925,7.01,1.50333333333333,0.985833333333333,0.5175,0.468333333333332,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"523",523,"1996-10",NA,5.12,5.32,5.55,5.91,6.08,6.27,6.42,6.53,"6.9","6.81",5.33,6.17,6.74666666666667,1.41666666666667,0.839999999999999,0.576666666666666,0.263333333333332,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"524",524,"1996-11",NA,5.17,5.27,5.42,5.7,5.82,5.97,6.1,6.2,"6.58","6.48",5.28666666666667,5.8975,6.42,1.13333333333333,0.610833333333333,0.522500000000002,0.0883333333333312,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"525",525,"1996-12",NA,5.04,5.24,5.47,5.78,5.91,6.07,6.2,6.3,"6.65","6.55",5.25,5.99,6.5,1.25,0.74,0.51,0.23,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"526",526,"1997-01",NA,5.17,5.31,5.61,6.01,6.16,6.33,6.47,6.58,"6.91","6.83",5.36333333333333,6.2425,6.77333333333333,1.41,0.879166666666666,0.530833333333334,0.348333333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"527",527,"1997-02",NA,5.14,5.27,5.53,5.9,6.03,6.2,6.32,6.42,"6.77","6.69",5.31333333333333,6.1125,6.62666666666667,1.31333333333333,0.799166666666666,0.514166666666666,0.285,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"528",528,"1997-03",NA,5.28,5.48,5.8,6.22,6.38,6.54,6.65,6.69,"7.05","6.93",5.52,6.4475,6.89,1.37,0.927499999999999,0.442500000000001,0.484999999999999,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"529",529,"1997-04",NA,5.3,5.6,5.99,6.45,6.61,6.76,6.86,6.89,"7.2","7.09",5.63,6.67,7.06,1.43,1.04,0.39,0.65,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"530",530,"1997-05",NA,5.2,5.53,5.87,6.28,6.42,6.57,6.66,6.71,"7.02","6.94",5.53333333333333,6.4825,6.89,1.35666666666667,0.949166666666666,0.407500000000001,0.541666666666664,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"531",531,"1997-06",NA,5.07,5.34,5.69,6.09,6.24,6.38,6.46,6.49,"6.84","6.77",5.36666666666667,6.2925,6.7,1.33333333333333,0.925833333333333,0.4075,0.518333333333334,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"532",532,"1997-07",NA,5.19,5.33,5.54,5.89,6,6.12,6.2,6.22,"6.56","6.51",5.35333333333333,6.0525,6.43,1.07666666666667,0.699166666666668,0.3775,0.321666666666669,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"533",533,"1997-08",NA,5.28,5.4,5.56,5.94,6.06,6.16,6.29,6.3,"6.65","6.58",5.41333333333333,6.1125,6.51,1.09666666666667,0.699166666666667,0.397500000000001,0.301666666666666,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"534",534,"1997-09",NA,5.08,5.3,5.52,5.88,5.98,6.11,6.2,6.21,"6.56","6.5",5.3,6.0425,6.42333333333333,1.12333333333333,0.7425,0.380833333333333,0.361666666666666,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"535",535,"1997-10",NA,5.11,5.3,5.46,5.77,5.84,5.93,6.05,6.03,"6.38","6.33",5.29,5.8975,6.24666666666667,0.956666666666667,0.6075,0.349166666666667,0.258333333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"536",536,"1997-11",NA,5.28,5.38,5.46,5.71,5.76,5.8,5.9,5.88,"6.2","6.11",5.37333333333333,5.7925,6.06333333333333,0.69,0.419166666666666,0.270833333333333,0.148333333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"537",537,"1997-12",NA,5.3,5.45,5.53,5.72,5.74,5.77,5.83,5.81,"6.07","5.99",5.42666666666667,5.765,5.95666666666667,0.529999999999999,0.338333333333334,0.191666666666666,0.146666666666668,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"538",538,"1998-01",NA,5.18,5.23,5.24,5.36,5.38,5.42,5.53,5.54,"5.88","5.81",5.21666666666667,5.4225,5.74333333333333,0.526666666666666,0.205833333333334,0.320833333333333,-0.115,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"539",539,"1998-02",NA,5.23,5.27,5.31,5.42,5.43,5.49,5.6,5.57,"5.96","5.89",5.27,5.485,5.80666666666667,0.536666666666668,0.215,0.321666666666668,-0.106666666666669,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"540",540,"1998-03",NA,5.16,5.25,5.39,5.56,5.57,5.61,5.71,5.65,"6.01","5.95",5.26666666666667,5.6125,5.87,0.603333333333333,0.345833333333333,0.2575,0.0883333333333329,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"541",541,"1998-04",NA,5.08,5.26,5.38,5.56,5.58,5.61,5.7,5.64,"6","5.92",5.24,5.6125,5.85333333333333,0.613333333333335,0.3725,0.240833333333335,0.131666666666666,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"542",542,"1998-05",NA,5.14,5.36,5.44,5.59,5.61,5.63,5.72,5.65,"6.01","5.93",5.31333333333333,5.6375,5.86333333333333,0.55,0.324166666666666,0.225833333333334,0.0983333333333327,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"543",543,"1998-06",NA,5.12,5.32,5.41,5.52,5.52,5.52,5.56,5.5,"5.8","5.7",5.28333333333333,5.53,5.66666666666667,0.383333333333333,0.246666666666665,0.136666666666668,0.109999999999998,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"544",544,"1998-07",NA,5.09,5.23,5.36,5.46,5.47,5.46,5.52,5.46,"5.78","5.68",5.22666666666667,5.4775,5.64,0.413333333333334,0.250833333333333,0.162500000000001,0.0883333333333329,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"545",545,"1998-08",NA,5.04,5.15,5.21,5.27,5.24,5.27,5.36,5.34,"5.66","5.54",5.13333333333333,5.285,5.51333333333333,0.379999999999999,0.151666666666666,0.228333333333333,-0.0766666666666662,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"546",546,"1998-09",NA,4.74,4.81,4.71,4.67,4.62,4.62,4.76,4.81,"5.38","5.2",4.75333333333333,4.6675,5.13,0.376666666666666,-0.0858333333333334,0.462499999999999,-0.548333333333332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"547",547,"1998-10",NA,4.07,4.2,4.12,4.09,4.18,4.18,4.46,4.53,"5.3","5.01",4.13,4.2275,4.94666666666667,0.816666666666666,0.0975000000000001,0.719166666666666,-0.621666666666666,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"548",548,"1998-11",NA,4.53,4.59,4.53,4.54,4.57,4.54,4.78,4.83,"5.48","5.25",4.55,4.6075,5.18666666666667,0.636666666666666,0.0574999999999992,0.579166666666667,-0.521666666666668,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"549",549,"1998-12",NA,4.5,4.57,4.52,4.51,4.48,4.45,4.65,4.65,"5.36","5.0599999999999996",4.53,4.5225,5.02333333333333,0.493333333333333,-0.0074999999999994,0.500833333333333,-0.508333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"550",550,"1999-01",NA,4.45,4.49,4.51,4.62,4.61,4.6,4.8,4.72,"5.45","5.16",4.48333333333333,4.6575,5.11,0.626666666666667,0.174166666666666,0.452500000000001,-0.278333333333334,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"551",551,"1999-02",NA,4.56,4.61,4.7,4.88,4.9,4.91,5.1,5,"5.66","5.37",4.62333333333333,4.9475,5.34333333333333,0.72,0.324166666666666,0.395833333333334,-0.071666666666669,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"552",552,"1999-03",NA,4.57,4.65,4.78,5.05,5.11,5.14,5.36,5.23,"5.87","5.58",4.66666666666667,5.165,5.56,0.893333333333333,0.498333333333333,0.395,0.103333333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"553",553,"1999-04",NA,4.41,4.54,4.69,4.98,5.03,5.08,5.28,5.18,"5.82","5.55",4.54666666666667,5.0925,5.51666666666667,0.97,0.545833333333333,0.424166666666666,0.121666666666668,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"554",554,"1999-05",NA,4.63,4.75,4.85,5.25,5.33,5.44,5.64,5.54,"6.08","5.81",4.74333333333333,5.415,5.81,1.06666666666667,0.671666666666667,0.395,0.276666666666667,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"555",555,"1999-06",NA,4.72,5.03,5.1,5.62,5.7,5.81,6.05,5.9,"6.36","6.04",4.95,5.795,6.1,1.15,0.845,0.305000000000001,0.539999999999999,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"556",556,"1999-07",NA,4.69,4.75,5.03,5.55,5.62,5.68,5.94,5.79,"6.28","5.98",4.82333333333333,5.6975,6.01666666666667,1.19333333333333,0.874166666666667,0.319166666666666,0.555000000000001,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"557",557,"1999-08",NA,4.87,5.09,5.2,5.68,5.77,5.84,6.15,5.94,"6.43","6.07",5.05333333333333,5.86,6.14666666666667,1.09333333333333,0.806666666666666,0.286666666666668,0.519999999999998,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"558",558,"1999-09",NA,4.82,5.08,5.25,5.66,5.75,5.8,6.12,5.92,"6.5","6.07",5.05,5.8325,6.16333333333333,1.11333333333333,0.782500000000001,0.330833333333334,0.451666666666666,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"559",559,"1999-10",NA,5.02,5.2,5.43,5.86,5.94,6.03,6.33,6.11,"6.66","6.26",5.21666666666667,6.04,6.34333333333333,1.12666666666667,0.823333333333335,0.303333333333333,0.520000000000003,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"560",560,"1999-11",NA,5.23,5.43,5.55,5.86,5.92,5.97,6.17,6.03,"6.48","6.15",5.40333333333333,5.98,6.22,0.816666666666668,0.576666666666667,0.240000000000001,0.336666666666666,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"561",561,"1999-12",NA,5.36,5.68,5.84,6.1,6.14,6.19,6.38,6.28,"6.69","6.35",5.62666666666667,6.2025,6.44,0.813333333333334,0.575833333333334,0.237500000000001,0.338333333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"562",562,"2000-01",NA,5.5,5.76,6.12,6.44,6.49,6.58,6.7,6.66,"6.86","6.63",5.79333333333333,6.5525,6.71666666666667,0.923333333333333,0.759166666666666,0.164166666666667,0.595000000000001,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"563",563,"2000-02",NA,5.73,6,6.22,6.61,6.65,6.68,6.72,6.52,"6.54","6.23",5.98333333333333,6.665,6.43,0.446666666666666,0.681666666666667,-0.235,0.916666666666666,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"564",564,"2000-03",NA,5.86,6.11,6.22,6.53,6.53,6.5,6.51,6.26,"6.38","6.05",6.06333333333333,6.5175,6.23,0.166666666666667,0.454166666666667,-0.2875,0.741666666666667,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"565",565,"2000-04",NA,5.82,6.07,6.15,6.4,6.36,6.26,6.27,5.99,"6.18","5.85",6.01333333333333,6.3225,6.00666666666667,-0.00666666666666593,0.309166666666668,-0.315833333333334,0.625000000000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"566",566,"2000-05",NA,5.99,6.39,6.33,6.81,6.77,6.69,6.69,6.44,"6.55","6.15",6.23666666666667,6.74,6.38,0.143333333333333,0.503333333333333,-0.36,0.863333333333333,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"567",567,"2000-06",NA,5.86,6.24,6.17,6.48,6.43,6.3,6.33,6.1,"6.28","5.93",6.09,6.385,6.10333333333333,0.0133333333333319,0.294999999999999,-0.281666666666667,0.576666666666666,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"568",568,"2000-07",NA,6.14,6.27,6.08,6.34,6.28,6.18,6.22,6.05,"6.2","5.85",6.16333333333333,6.255,6.03333333333333,-0.13,0.0916666666666659,-0.221666666666666,0.313333333333331,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"569",569,"2000-08",NA,6.28,6.35,6.18,6.23,6.17,6.06,6.05,5.83,"6.02","5.72",6.27,6.1275,5.85666666666667,-0.413333333333333,-0.142499999999999,-0.270833333333334,0.128333333333336,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"d"
"570",570,"2000-09",NA,6.18,6.25,6.13,6.08,6.02,5.93,5.98,5.8,"6.09","5.83",6.18666666666667,6.0025,5.90666666666667,-0.28,-0.184166666666666,-0.0958333333333341,-0.0883333333333329,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"d"
"571",571,"2000-10",NA,6.29,6.32,6.01,5.91,5.85,5.78,5.84,5.74,"6.04","5.8",6.20666666666667,5.845,5.86,-0.346666666666666,-0.361666666666666,0.0150000000000006,-0.376666666666667,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"572",572,"2000-11",NA,6.36,6.34,6.09,5.88,5.79,5.7,5.78,5.72,"5.98","5.78",6.26333333333333,5.7875,5.82666666666667,-0.436666666666666,-0.475833333333332,0.0391666666666666,-0.514999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"573",573,"2000-12",NA,5.94,5.92,5.6,5.35,5.26,5.17,5.28,5.24,"5.64","5.49",5.82,5.265,5.45666666666667,-0.363333333333334,-0.555000000000001,0.191666666666666,-0.746666666666668,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"574",574,"2001-01",NA,5.29,5.15,4.81,4.76,4.77,4.86,5.13,5.16,"5.65","5.54",5.08333333333333,4.88,5.45,0.366666666666667,-0.203333333333333,0.57,-0.773333333333333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"575",575,"2001-02",NA,5.01,4.89,4.68,4.66,4.71,4.89,5.1,5.1,"5.62","5.45",4.86,4.84,5.39,0.53,-0.0199999999999996,0.55,-0.57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"576",576,"2001-03",NA,4.54,4.44,4.3,4.34,4.43,4.64,4.88,4.89,"5.49","5.34",4.42666666666667,4.5725,5.24,0.813333333333333,0.145833333333333,0.6675,-0.521666666666667,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"577",577,"2001-04",NA,3.97,3.99,3.98,4.23,4.42,4.76,5.03,5.14,"5.78","5.65",3.98,4.61,5.52333333333333,1.54333333333333,0.63,0.913333333333333,-0.283333333333333,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"578",578,"2001-05",NA,3.7,3.74,3.78,4.26,4.51,4.93,5.24,5.39,"5.92","5.78",3.74,4.735,5.69666666666667,1.95666666666667,0.994999999999999,0.961666666666667,0.0333333333333314,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"579",579,"2001-06",NA,3.57,3.56,3.58,4.08,4.35,4.81,5.14,5.28,"5.82","5.67",3.57,4.595,5.59,2.02,1.025,0.995000000000001,0.0299999999999994,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"580",580,"2001-07",3.67,3.59,3.56,3.62,4.04,4.31,4.76,5.06,5.24,"5.75","5.61",3.61,4.5425,5.53333333333333,1.92333333333333,0.932499999999999,0.990833333333335,-0.0583333333333353,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"581",581,"2001-08",3.53,3.44,3.39,3.47,3.76,4.04,4.57,4.84,4.97,"5.58","5.48",3.4575,4.3025,5.34333333333333,1.88583333333333,0.845,1.04083333333333,-0.195833333333333,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"582",582,"2001-09",2.68,2.69,2.71,2.82,3.12,3.45,4.12,4.51,4.73,"5.53","5.48",2.725,3.8,5.24666666666667,2.52166666666667,1.075,1.44666666666667,-0.371666666666667,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"583",583,"2001-10",2.27,2.2,2.17,2.33,2.73,3.14,3.91,4.31,4.57,"5.34","5.32",2.2425,3.5225,5.07666666666667,2.83416666666667,1.28,1.55416666666667,-0.274166666666668,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"584",584,"2001-11",1.99,1.91,1.92,2.18,2.78,3.22,3.97,4.42,4.65,"5.33","5.12",2,3.5975,5.03333333333333,3.03333333333333,1.5975,1.43583333333333,0.161666666666666,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"585",585,"2001-12",1.72,1.72,1.82,2.22,3.11,3.62,4.39,4.86,5.09,"5.76","5.48",1.87,3.995,5.44333333333333,3.57333333333333,2.125,1.44833333333333,0.676666666666668,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"586",586,"2002-01",1.68,1.68,1.77,2.16,3.03,3.56,4.34,4.79,5.04,"5.69","5.45",1.8225,3.93,5.39333333333333,3.57083333333333,2.1075,1.46333333333333,0.644166666666666,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"587",587,"2002-02",1.74,1.76,1.86,2.23,3.02,3.55,4.3,4.71,4.91,"5.61","5.4",1.8975,3.895,5.30666666666667,3.40916666666667,1.9975,1.41166666666667,0.585833333333334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
