"","X","date","t1m","t3m","t6m","t1y","t2y","t3y","t5y","t7y","t10y","t20y","t30y","ys","ym","yl","sls","sms","slm","curv","rec","B","D","F","H","U","U1","U2","U3","U4","u","h","f","d","b","ms"
"384",384,"1985-03",NA,8.83,9.45,9.86,10.71,11.05,11.52,11.82,11.86,"12.06","11.81",9.38,11.275,11.91,2.53,1.895,0.635000000000002,1.26,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"385",385,"1985-04",NA,8.22,8.71,9.14,10.09,10.49,11.01,11.34,11.43,"11.69","11.47",8.69,10.7325,11.53,2.84,2.0425,0.797499999999998,1.245,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"386",386,"1985-05",NA,7.73,8.07,8.46,9.39,9.75,10.34,10.72,10.85,"11.19","11.05",8.08666666666667,10.05,11.03,2.94333333333333,1.96333333333333,0.98,0.983333333333334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"387",387,"1985-06",NA,7.18,7.46,7.8,8.69,9.05,9.6,10.08,10.16,"10.57","10.45",7.48,9.355,10.3933333333333,2.91333333333333,1.875,1.03833333333333,0.836666666666662,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"388",388,"1985-07",NA,7.32,7.57,7.86,8.77,9.18,9.7,10.16,10.31,"10.68","10.5",7.58333333333333,9.4525,10.4966666666667,2.91333333333333,1.86916666666667,1.04416666666667,0.824999999999999,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"389",389,"1985-08",NA,7.37,7.71,8.05,8.94,9.31,9.81,10.2,10.33,"10.73","10.56",7.71,9.565,10.54,2.83,1.855,0.975,0.880000000000003,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"390",390,"1985-09",NA,7.33,7.64,8.07,8.98,9.37,9.81,10.24,10.37,"10.8","10.61",7.68,9.6,10.5933333333333,2.91333333333333,1.92,0.993333333333332,0.926666666666669,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"391",391,"1985-10",NA,7.4,7.71,8.01,8.86,9.25,9.69,10.11,10.24,"10.670000000000002","10.5",7.70666666666667,9.4775,10.47,2.76333333333333,1.77083333333333,0.992500000000001,0.778333333333332,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"392",392,"1985-11",NA,7.48,7.68,7.88,8.58,8.88,9.28,9.62,9.78,"10.24","10.06",7.68,9.09,10.0266666666667,2.34666666666667,1.41,0.936666666666666,0.473333333333336,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"393",393,"1985-12",NA,7.33,7.5,7.67,8.15,8.4,8.73,9.11,9.26,"9.75","9.5399999999999991",7.5,8.5975,9.51666666666667,2.01666666666667,1.0975,0.919166666666666,0.178333333333335,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"394",394,"1986-01",NA,7.3,7.53,7.73,8.14,8.41,8.68,9.03,9.19,"9.59","9.4",7.52,8.565,9.39333333333333,1.87333333333333,1.045,0.828333333333333,0.216666666666665,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"395",395,"1986-02",NA,7.29,7.47,7.61,7.97,8.1,8.34,8.58,8.7,"9.08","8.9299999999999979",7.45666666666667,8.2475,8.90333333333333,1.44666666666667,0.790833333333333,0.655833333333335,0.134999999999998,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"396",396,"1986-03",NA,6.76,6.89,7.03,7.21,7.3,7.46,7.67,7.78,"8.09","7.96",6.89333333333333,7.41,7.94333333333333,1.05,0.516666666666667,0.533333333333334,-0.0166666666666675,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,"u"
"397",397,"1986-04",NA,6.24,6.36,6.44,6.7,6.86,7.05,7.16,7.3,"7.5","7.3899999999999988",6.34666666666667,6.9425,7.39666666666667,1.05,0.595833333333332,0.454166666666666,0.141666666666667,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"398",398,"1986-05",NA,6.33,6.47,6.65,7.07,7.27,7.52,7.65,7.71,"7.8099999999999987","7.5199999999999987",6.48333333333333,7.3775,7.68,1.19666666666667,0.894166666666665,0.3025,0.591666666666665,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"399",399,"1986-06",NA,6.4,6.56,6.73,7.18,7.41,7.64,7.75,7.8,"7.69","7.57",6.56333333333333,7.495,7.68666666666667,1.12333333333333,0.931666666666666,0.191666666666668,0.739999999999998,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"400",400,"1986-07",NA,6,6.12,6.27,6.67,6.86,7.06,7.22,7.3,"7.29","7.2699999999999987",6.13,6.9525,7.28666666666667,1.15666666666667,0.8225,0.334166666666667,0.488333333333333,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"401",401,"1986-08",NA,5.69,5.79,5.93,6.33,6.49,6.8,7.01,7.17,"7.28","7.33",5.80333333333333,6.6575,7.26,1.45666666666667,0.854166666666667,0.6025,0.251666666666667,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"402",402,"1986-09",NA,5.35,5.57,5.77,6.35,6.62,6.92,7.28,7.45,"7.5599999999999987","7.62",5.56333333333333,6.7925,7.54333333333333,1.98,1.22916666666667,0.750833333333333,0.478333333333335,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"403",403,"1986-10",NA,5.32,5.48,5.72,6.28,6.56,6.83,7.24,7.43,"7.61","7.7",5.50666666666667,6.7275,7.58,2.07333333333333,1.22083333333333,0.852499999999998,0.368333333333336,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"404",404,"1986-11",NA,5.5,5.64,5.8,6.28,6.46,6.76,7.08,7.25,"7.42","7.5199999999999987",5.64666666666667,6.645,7.39666666666667,1.75,0.998333333333332,0.751666666666666,0.246666666666666,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"405",405,"1986-12",NA,5.68,5.78,5.87,6.27,6.43,6.67,6.97,7.11,"7.28","7.37",5.77666666666667,6.585,7.25333333333333,1.47666666666667,0.808333333333332,0.668333333333335,0.139999999999997,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"406",406,"1987-01",NA,5.58,5.67,5.78,6.23,6.41,6.64,6.92,7.08,"NC","7.3899999999999988",5.67666666666667,6.55,7.235,1.55833333333333,0.873333333333334,0.684999999999999,0.188333333333336,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"407",407,"1987-02",NA,5.75,5.83,5.96,6.4,6.56,6.79,7.06,7.25,"NC","7.54",5.84666666666667,6.7025,7.395,1.54833333333333,0.855833333333333,0.6925,0.163333333333332,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"408",408,"1987-03",NA,5.77,5.86,6.03,6.42,6.58,6.79,7.06,7.25,"NC","7.55",5.88666666666667,6.7125,7.4,1.51333333333333,0.825833333333333,0.687500000000001,0.138333333333332,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"409",409,"1987-04",NA,5.82,6.19,6.5,7.02,7.32,7.57,7.83,8.02,"NC","8.25",6.17,7.435,8.135,1.965,1.265,0.699999999999999,0.565000000000001,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"410",410,"1987-05",NA,5.85,6.35,7,7.76,8.02,8.26,8.47,8.61,"NC","8.7799999999999994",6.4,8.1275,8.695,2.295,1.7275,0.567500000000001,1.16,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"411",411,"1987-06",NA,5.85,6.28,6.8,7.57,7.82,8.02,8.27,8.4,"NC","8.57",6.31,7.92,8.485,2.175,1.61,0.565,1.045,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"412",412,"1987-07",NA,5.88,6.05,6.68,7.44,7.74,8.01,8.27,8.45,"NC","8.64",6.20333333333333,7.865,8.545,2.34166666666667,1.66166666666667,0.680000000000001,0.981666666666666,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"413",413,"1987-08",NA,6.23,6.46,7.03,7.75,8.03,8.32,8.59,8.76,"NC","8.9700000000000006",6.57333333333333,8.1725,8.865,2.29166666666666,1.59916666666667,0.692499999999999,0.906666666666666,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"414",414,"1987-09",NA,6.62,6.99,7.67,8.34,8.67,8.94,9.26,9.42,"NC","9.59",7.09333333333333,8.8025,9.505,2.41166666666667,1.70916666666666,0.702500000000002,1.00666666666666,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"415",415,"1987-10",NA,6.35,7.04,7.59,8.4,8.75,9.08,9.37,9.52,"NC","9.61",6.99333333333333,8.9,9.565,2.57166666666667,1.90666666666667,0.665000000000001,1.24166666666666,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"416",416,"1987-11",NA,5.89,6.5,6.96,7.69,7.99,8.35,8.69,8.86,"NC","8.9499999999999993",6.45,8.18,8.905,2.455,1.73,0.725,1.005,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"417",417,"1987-12",NA,5.96,6.68,7.17,7.86,8.13,8.45,8.82,8.99,"NC","9.1199999999999992",6.60333333333333,8.315,9.055,2.45166666666667,1.71166666666667,0.739999999999998,0.971666666666668,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"418",418,"1988-01",NA,6,6.56,6.99,7.63,7.87,8.18,8.48,8.67,"NC","8.83",6.51666666666667,8.04,8.75,2.23333333333333,1.52333333333333,0.710000000000001,0.813333333333333,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"419",419,"1988-02",NA,5.84,6.21,6.64,7.18,7.38,7.71,8.02,8.21,"NC","8.4299999999999979",6.23,7.5725,8.32,2.09,1.3425,0.7475,0.594999999999999,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"420",420,"1988-03",NA,5.87,6.18,6.71,7.27,7.5,7.83,8.19,8.37,"NC","8.6300000000000008",6.25333333333333,7.6975,8.5,2.24666666666667,1.44416666666667,0.8025,0.641666666666666,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"421",421,"1988-04",NA,6.08,6.5,7.01,7.59,7.83,8.19,8.52,8.72,"NC","8.9499999999999993",6.53,8.0325,8.835,2.305,1.5025,0.802500000000002,0.699999999999996,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"422",422,"1988-05",NA,6.45,6.89,7.4,8,8.24,8.58,8.89,9.09,"NC","9.23",6.91333333333333,8.4275,9.16,2.24666666666667,1.51416666666667,0.7325,0.781666666666666,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"423",423,"1988-06",NA,6.66,7.04,7.49,8.03,8.22,8.49,8.78,8.92,"NC","9",7.06333333333333,8.38,8.96,1.89666666666667,1.31666666666667,0.58,0.736666666666668,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"424",424,"1988-07",NA,6.95,7.35,7.75,8.28,8.44,8.66,8.91,9.06,"NC","9.14",7.35,8.5725,9.1,1.75,1.2225,0.527500000000002,0.695,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"425",425,"1988-08",NA,7.3,7.79,8.17,8.63,8.77,8.94,9.13,9.26,"NC","9.32",7.75333333333333,8.8675,9.29,1.53666666666667,1.11416666666667,0.422499999999999,0.691666666666666,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"426",426,"1988-09",NA,7.48,7.82,8.09,8.46,8.57,8.69,8.87,8.98,"NC","9.06",7.79666666666667,8.6475,9.02,1.22333333333333,0.850833333333332,0.3725,0.478333333333332,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"427",427,"1988-10",NA,7.6,7.9,8.11,8.35,8.43,8.51,8.69,8.8,"NC","8.89",7.87,8.495,8.845,0.975000000000001,0.624999999999997,0.350000000000003,0.274999999999995,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"428",428,"1988-11",NA,8.03,8.3,8.48,8.67,8.72,8.79,8.89,8.96,"NC","9.02",8.27,8.7675,8.99,0.720000000000001,0.4975,0.2225,0.275000000000002,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"429",429,"1988-12",NA,8.35,8.7,8.99,9.09,9.11,9.09,9.13,9.11,"NC","9.01",8.68,9.105,9.06,0.379999999999999,0.425000000000001,-0.0450000000000017,0.470000000000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"430",430,"1989-01",NA,8.56,8.85,9.05,9.18,9.2,9.15,9.14,9.09,"NC","8.9299999999999979",8.82,9.1675,9.01,0.19,0.347500000000002,-0.157500000000002,0.505000000000003,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"431",431,"1989-02",NA,8.84,9.05,9.25,9.37,9.32,9.27,9.23,9.17,"NC","9.01",9.04666666666667,9.2975,9.09,0.043333333333333,0.250833333333333,-0.2075,0.458333333333332,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"432",432,"1989-03",NA,9.14,9.39,9.57,9.68,9.61,9.51,9.43,9.36,"NC","9.1700000000000017",9.36666666666667,9.5575,9.265,-0.101666666666667,0.190833333333332,-0.292499999999999,0.483333333333331,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"433",433,"1989-04",NA,8.96,9.17,9.36,9.45,9.4,9.3,9.24,9.18,"NC","9.0299999999999994",9.16333333333333,9.3475,9.105,-0.0583333333333336,0.184166666666666,-0.2425,0.426666666666666,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"434",434,"1989-05",NA,8.74,8.91,8.98,9.02,8.98,8.91,8.88,8.86,"NC","8.83",8.87666666666667,8.9475,8.845,-0.0316666666666681,0.0708333333333329,-0.102500000000001,0.173333333333336,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"435",435,"1989-06",NA,8.43,8.38,8.44,8.41,8.37,8.29,8.31,8.28,"NC","8.27",8.41666666666667,8.345,8.275,-0.141666666666667,-0.0716666666666654,-0.0700000000000021,-0.0016666666666616,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"f"
"436",436,"1989-07",NA,8.15,8.01,7.89,7.82,7.83,7.83,7.94,8.02,"NC","8.08",8.01666666666667,7.855,8.05,0.033333333333335,-0.161666666666665,0.195,-0.356666666666666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"b"
"437",437,"1989-08",NA,8.17,8.17,8.18,8.14,8.13,8.09,8.11,8.11,"NC","8.1199999999999992",8.17333333333333,8.1175,8.115,-0.0583333333333336,-0.0558333333333323,-0.00250000000000128,-0.053333333333331,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"f"
"438",438,"1989-09",NA,8.01,8.16,8.22,8.28,8.26,8.17,8.23,8.19,"NC","8.15",8.13,8.235,8.17,0.0399999999999974,0.104999999999999,-0.0650000000000013,0.170000000000002,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"439",439,"1989-10",NA,7.9,8.03,7.99,7.98,8.02,7.97,8.03,8.01,"NC","8",7.97333333333333,8,8.005,0.0316666666666654,0.0266666666666664,0.00499999999999901,0.0216666666666683,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"f"
"440",440,"1989-11",NA,7.94,7.89,7.77,7.8,7.8,7.81,7.86,7.87,"NC","7.9",7.86666666666667,7.8175,7.885,0.0183333333333335,-0.0491666666666672,0.0675000000000008,-0.116666666666667,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"f"
"441",441,"1989-12",NA,7.88,7.81,7.72,7.78,7.77,7.75,7.85,7.84,"NC","7.9",7.80333333333333,7.7875,7.87,0.0666666666666682,-0.0158333333333331,0.0825000000000014,-0.0983333333333345,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"f"
"442",442,"1990-01",NA,7.9,7.96,7.92,8.09,8.13,8.12,8.2,8.21,"NC","8.259999999999998",7.92666666666667,8.135,8.235,0.308333333333333,0.208333333333331,0.100000000000001,0.108333333333331,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"443",443,"1990-02",NA,8,8.12,8.11,8.37,8.39,8.42,8.48,8.47,"NC","8.5",8.07666666666667,8.415,8.485,0.408333333333333,0.338333333333333,0.0700000000000003,0.268333333333331,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"444",444,"1990-03",NA,8.17,8.28,8.35,8.63,8.63,8.6,8.65,8.59,"NC","8.56",8.26666666666667,8.6275,8.575,0.308333333333334,0.360833333333334,-0.0525000000000002,0.413333333333334,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"h"
"445",445,"1990-04",NA,8.04,8.27,8.4,8.72,8.78,8.77,8.81,8.79,"NC","8.759999999999998",8.23666666666667,8.77,8.775,0.538333333333332,0.533333333333333,0.00499999999999901,0.528333333333336,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"446",446,"1990-05",NA,8.01,8.19,8.32,8.64,8.69,8.74,8.78,8.76,"NC","8.73",8.17333333333333,8.7125,8.745,0.571666666666667,0.539166666666668,0.0324999999999989,0.506666666666671,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"447",447,"1990-06",NA,7.99,8.05,8.1,8.35,8.4,8.43,8.52,8.48,"NC","8.4600000000000009",8.04666666666667,8.425,8.47,0.423333333333336,0.378333333333336,0.0449999999999999,0.333333333333336,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"448",448,"1990-07",NA,7.87,7.92,7.94,8.16,8.26,8.33,8.46,8.47,"NC","8.5",7.91,8.3025,8.485,0.574999999999999,0.3925,0.182499999999999,0.210000000000001,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"449",449,"1990-08",NA,7.69,7.77,7.78,8.06,8.22,8.44,8.64,8.75,"NC","8.86",7.74666666666667,8.34,8.805,1.05833333333333,0.593333333333334,0.465,0.128333333333334,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"450",450,"1990-09",NA,7.6,7.7,7.76,8.08,8.27,8.51,8.79,8.89,"NC","9.0299999999999994",7.68666666666667,8.4125,8.96,1.27333333333333,0.725833333333333,0.547500000000001,0.178333333333331,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"451",451,"1990-10",NA,7.4,7.53,7.55,7.88,8.07,8.33,8.59,8.72,"NC","8.86",7.49333333333333,8.2175,8.79,1.29666666666667,0.724166666666668,0.572499999999998,0.151666666666671,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"452",452,"1990-11",NA,7.29,7.39,7.31,7.6,7.74,8.02,8.28,8.39,"NC","8.5399999999999991",7.33,7.91,8.465,1.135,0.580000000000001,0.555,0.0250000000000021,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"453",453,"1990-12",NA,6.95,7.03,7.05,7.31,7.47,7.73,8,8.08,"NC","8.24",7.01,7.6275,8.16,1.15,0.617499999999999,0.532500000000001,0.0849999999999973,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"454",454,"1991-01",NA,6.41,6.58,6.64,7.13,7.38,7.7,7.97,8.09,"NC","8.27",6.54333333333333,7.545,8.18,1.63666666666667,1.00166666666667,0.635,0.366666666666667,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"455",455,"1991-02",NA,6.12,6.19,6.27,6.87,7.08,7.47,7.73,7.85,"NC","8.0299999999999994",6.19333333333333,7.2875,7.94,1.74666666666667,1.09416666666667,0.6525,0.441666666666666,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"456",456,"1991-03",NA,6.09,6.2,6.4,7.1,7.35,7.77,8,8.11,"NC","8.2899999999999991",6.23,7.555,8.2,1.97,1.325,0.645,0.68,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"u"
"457",457,"1991-04",NA,5.83,5.98,6.24,6.95,7.23,7.7,7.92,8.04,"NC","8.2100000000000009",6.01666666666667,7.45,8.125,2.10833333333333,1.43333333333333,0.675000000000001,0.758333333333333,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"458",458,"1991-05",NA,5.63,5.87,6.13,6.78,7.12,7.7,7.94,8.07,"NC","8.27",5.87666666666667,7.385,8.17,2.29333333333333,1.50833333333333,0.784999999999999,0.723333333333334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"459",459,"1991-06",NA,5.75,6.02,6.36,6.96,7.39,7.94,8.17,8.28,"NC","8.4700000000000006",6.04333333333333,7.615,8.375,2.33166666666667,1.57166666666667,0.76,0.811666666666667,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"460",460,"1991-07",NA,5.75,5.97,6.31,6.92,7.38,7.91,8.15,8.27,"NC","8.4499999999999993",6.01,7.59,8.36,2.35,1.58,0.77,0.810000000000002,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"461",461,"1991-08",NA,5.5,5.63,5.78,6.43,6.8,7.43,7.74,7.9,"NC","8.14",5.63666666666667,7.1,8.02,2.38333333333333,1.46333333333333,0.92,0.543333333333333,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"462",462,"1991-09",NA,5.37,5.48,5.57,6.18,6.5,7.14,7.48,7.65,"NC","7.95",5.47333333333333,6.825,7.8,2.32666666666667,1.35166666666667,0.975000000000001,0.376666666666667,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"463",463,"1991-10",NA,5.14,5.26,5.33,5.91,6.23,6.87,7.25,7.53,"NC","7.9299999999999988",5.24333333333333,6.565,7.73,2.48666666666667,1.32166666666667,1.165,0.156666666666668,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"464",464,"1991-11",NA,4.69,4.8,4.89,5.56,5.9,6.62,7.06,7.42,"NC","7.92",4.79333333333333,6.285,7.67,2.87666666666667,1.49166666666667,1.385,0.106666666666667,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"465",465,"1991-12",NA,4.18,4.26,4.38,5.03,5.39,6.19,6.69,7.09,"NC","7.7",4.27333333333333,5.825,7.395,3.12166666666667,1.55166666666667,1.57,-0.0183333333333326,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"466",466,"1992-01",NA,3.91,4.01,4.15,4.96,5.4,6.24,6.7,7.03,"NC","7.58",4.02333333333333,5.825,7.305,3.28166666666667,1.80166666666667,1.48,0.321666666666667,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"467",467,"1992-02",NA,3.95,4.08,4.29,5.21,5.72,6.58,6.96,7.34,"NC","7.8499999999999988",4.10666666666667,6.1175,7.595,3.48833333333333,2.01083333333333,1.4775,0.533333333333335,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"468",468,"1992-03",NA,4.14,4.33,4.63,5.69,6.18,6.95,7.26,7.54,"NC","7.9699999999999989",4.36666666666667,6.52,7.755,3.38833333333333,2.15333333333333,1.235,0.918333333333333,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"469",469,"1992-04",NA,3.84,4,4.3,5.34,5.93,6.78,7.15,7.48,"NC","7.96",4.04666666666667,6.3,7.72,3.67333333333333,2.25333333333333,1.42,0.833333333333334,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"470",470,"1992-05",NA,3.72,3.88,4.19,5.23,5.81,6.69,7.06,7.39,"NC","7.8899999999999988",3.93,6.1975,7.64,3.71,2.2675,1.4425,0.825000000000001,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"471",471,"1992-06",NA,3.75,3.9,4.17,5.05,5.6,6.48,6.9,7.26,"NC","7.84",3.94,6.0075,7.55,3.61,2.0675,1.5425,0.525000000000002,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"472",472,"1992-07",NA,3.28,3.38,3.6,4.36,4.91,5.84,6.36,6.84,"NC","7.5999999999999988",3.42,5.3675,7.22,3.8,1.9475,1.8525,0.0950000000000006,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"473",473,"1992-08",NA,3.2,3.31,3.47,4.19,4.72,5.6,6.12,6.59,"NC","7.3899999999999988",3.32666666666667,5.1575,6.99,3.66333333333333,1.83083333333333,1.8325,-0.00166666666666693,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"474",474,"1992-09",NA,2.97,3.04,3.18,3.89,4.42,5.38,5.96,6.42,"NC","7.34",3.06333333333333,4.9125,6.88,3.81666666666667,1.84916666666667,1.9675,-0.118333333333332,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"475",475,"1992-10",NA,2.93,3.13,3.3,4.08,4.64,5.6,6.15,6.59,"NC","7.53",3.12,5.1175,7.06,3.94,1.9975,1.9425,0.0549999999999997,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"476",476,"1992-11",NA,3.21,3.44,3.68,4.58,5.14,6.04,6.49,6.87,"NC","7.61",3.44333333333333,5.5625,7.24,3.79666666666667,2.11916666666667,1.6775,0.441666666666666,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"477",477,"1992-12",NA,3.29,3.47,3.71,4.67,5.21,6.08,6.46,6.77,"NC","7.44",3.49,5.605,7.105,3.615,2.115,1.5,0.614999999999998,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"478",478,"1993-01",NA,3.07,3.24,3.5,4.39,4.93,5.83,6.26,6.6,"NC","7.34",3.27,5.3525,6.97,3.7,2.0825,1.6175,0.465,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"479",479,"1993-02",NA,2.99,3.16,3.39,4.1,4.58,5.43,5.87,6.26,"NC","7.09",3.18,4.995,6.675,3.495,1.815,1.68,0.135,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"480",480,"1993-03",NA,3.01,3.15,3.33,3.95,4.4,5.19,5.66,5.98,"NC","6.82",3.16333333333333,4.8,6.4,3.23666666666667,1.63666666666667,1.6,0.0366666666666671,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"481",481,"1993-04",NA,2.93,3.06,3.24,3.84,4.3,5.13,5.59,5.97,"NC","6.85",3.07666666666667,4.715,6.41,3.33333333333333,1.63833333333333,1.695,-0.0566666666666666,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"482",482,"1993-05",NA,3.03,3.17,3.36,3.98,4.4,5.2,5.66,6.04,"NC","6.92",3.18666666666667,4.81,6.48,3.29333333333333,1.62333333333333,1.67,-0.0466666666666651,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,"u"
"483",483,"1993-06",NA,3.14,3.29,3.54,4.16,4.53,5.22,5.61,5.96,"NC","6.81",3.32333333333333,4.88,6.385,3.06166666666667,1.55666666666667,1.505,0.0516666666666676,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"484",484,"1993-07",NA,3.11,3.26,3.47,4.07,4.43,5.09,5.48,5.81,"NC","6.63",3.28,4.7675,6.22,2.94,1.4875,1.4525,0.0350000000000001,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"485",485,"1993-08",NA,3.09,3.24,3.44,4,4.36,5.03,5.35,5.68,"NC","6.32",3.25666666666667,4.685,6,2.74333333333333,1.42833333333333,1.315,0.113333333333335,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
"486",486,"1993-09",NA,3.01,3.15,3.36,3.85,4.17,4.73,5.08,5.36,"NC","6",3.17333333333333,4.4575,5.68,2.50666666666667,1.28416666666667,1.2225,0.0616666666666656,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"u"
